# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1316,0.0750,3.728,0.017,0.747
0.3,0.04,0.0686,0.1310,0.0764,3.728,0.018,0.743
0.7,0.08,0.1338,0.1304,0.0780,3.728,0.018,0.738
1.0,0.12,0.1955,0.1298,0.0797,3.728,0.018,0.734
1.4,0.16,0.2534,0.1290,0.0814,3.728,0.019,0.730
1.7,0.20,0.3076,0.1281,0.0833,3.728,0.019,0.725
2.0,0.24,0.3579,0.1270,0.0851,3.728,0.020,0.721
2.4,0.28,0.4045,0.1256,0.0870,4.474,0.020,0.712
2.7,0.32,0.4475,0.1241,0.0887,4.474,0.020,0.703
3.0,0.36,0.4869,0.1222,0.0903,4.474,0.021,0.694
3.4,0.40,0.5230,0.1200,0.0917,4.474,0.021,0.681
3.7,0.44,0.5560,0.1173,0.0928,4.474,0.021,0.667
4.1,0.48,0.5861,0.1142,0.0936,4.474,0.021,0.649
4.4,0.52,0.6135,0.1107,0.0938,4.474,0.021,0.627
4.7,0.56,0.6383,0.1066,0.0935,4.474,0.021,0.605
5.1,0.60,0.6606,0.1020,0.0926,4.474,0.021,0.578
5.4,0.64,0.6805,0.0968,0.0911,4.474,0.021,0.547
5.8,0.68,0.6977,0.0911,0.0888,4.474,0.020,0.516
6.1,0.72,0.7120,0.0849,0.0858,4.474,0.020,0.480
6.4,0.76,0.7230,0.0781,0.0821,3.728,0.019,0.445
6.8,0.80,0.7299,0.0710,0.0778,3.728,0.018,0.405
7.1,0.84,0.7317,0.0636,0.0730,3.728,0.017,0.360
7.5,0.88,0.7270,0.0559,0.0677,2.983,0.015,0.316
7.8,0.92,0.7139,0.0481,0.0620,2.983,0.014,0.271
8.1,0.96,0.6893,0.0401,0.0559,2.983,0.013,0.227
8.5,1.00,0.6486,0.0320,0.0494,2.237,0.011,0.182
8.8,1.04,0.5838,0.0240,0.0427,2.237,0.010,0.138
9.1,1.08,0.4810,0.0159,0.0357,1.491,0.008,0.089
9.5,1.12,0.3116,0.0080,0.0286,1.491,0.007,0.044
9.8,1.16,0.0089,0.0002,0.0213,0.746,0.005,0.000
