# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1323,0.0685,88.738,0.141,6.752
1.0,0.04,0.0760,0.1318,0.0700,90.975,0.144,6.730
2.1,0.08,0.1479,0.1313,0.0716,93.212,0.148,6.699
3.1,0.12,0.2155,0.1307,0.0734,95.450,0.151,6.668
4.1,0.16,0.2787,0.1300,0.0753,97.687,0.155,6.632
5.1,0.20,0.3373,0.1291,0.0772,99.924,0.159,6.588
6.2,0.24,0.3914,0.1281,0.0792,102.907,0.163,6.534
7.2,0.28,0.4411,0.1268,0.0812,105.144,0.167,6.472
8.2,0.32,0.4865,0.1252,0.0831,107.381,0.171,6.392
9.2,0.36,0.5280,0.1234,0.0849,110.364,0.175,6.299
10.3,0.40,0.5656,0.1212,0.0864,111.855,0.178,6.183
11.3,0.44,0.5999,0.1185,0.0877,113.346,0.181,6.050
12.3,0.48,0.6310,0.1154,0.0886,114.838,0.183,5.889
13.3,0.52,0.6592,0.1118,0.0890,115.583,0.184,5.707
14.3,0.56,0.6849,0.1077,0.0888,114.838,0.183,5.494
15.4,0.61,0.7081,0.1030,0.0880,114.092,0.182,5.253
16.4,0.65,0.7291,0.0977,0.0865,111.855,0.178,4.982
17.4,0.69,0.7477,0.0918,0.0842,108.872,0.174,4.684
18.4,0.73,0.7639,0.0854,0.0812,105.144,0.167,4.359
19.5,0.77,0.7774,0.0785,0.0774,100.669,0.160,4.003
20.5,0.81,0.7877,0.0712,0.0730,94.704,0.150,3.634
21.5,0.85,0.7941,0.0637,0.0679,87.993,0.140,3.247
22.5,0.89,0.7953,0.0559,0.0624,80.536,0.129,2.851
23.6,0.93,0.7897,0.0479,0.0563,73.079,0.116,2.447
24.6,0.97,0.7746,0.0399,0.0499,64.876,0.103,2.037
25.6,1.01,0.7453,0.0318,0.0430,55.927,0.089,1.619
26.6,1.05,0.6932,0.0237,0.0358,46.233,0.074,1.205
27.7,1.09,0.6002,0.0156,0.0284,36.539,0.059,0.796
28.7,1.13,0.4208,0.0077,0.0207,26.845,0.043,0.396
29.7,1.17,0.0015,0.0000,0.0130,17.151,0.027,0.000
