# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1340,0.0674,1365.376,0.869,42.734
2.6,0.04,0.0783,0.1337,0.0690,1396.696,0.889,42.636
5.1,0.08,0.1525,0.1333,0.0707,1430.998,0.911,42.525
7.7,0.12,0.2223,0.1329,0.0725,1468.283,0.935,42.396
10.3,0.16,0.2874,0.1324,0.0745,1508.551,0.961,42.240
12.8,0.20,0.3478,0.1318,0.0766,1551.801,0.988,42.049
15.4,0.24,0.4034,0.1311,0.0788,1595.798,1.016,41.804
18.0,0.28,0.4544,0.1301,0.0810,1640.540,1.044,41.493
20.5,0.32,0.5009,0.1289,0.0832,1684.536,1.072,41.102
23.1,0.36,0.5433,0.1273,0.0852,1726.295,1.099,40.608
25.7,0.40,0.5817,0.1254,0.0871,1764.326,1.123,39.990
28.2,0.44,0.6166,0.1230,0.0887,1796.391,1.144,39.233
30.8,0.48,0.6483,0.1201,0.0899,1820.253,1.159,38.313
33.4,0.53,0.6772,0.1167,0.0905,1833.676,1.167,37.218
35.9,0.57,0.7036,0.1126,0.0906,1834.422,1.168,35.928
38.5,0.61,0.7277,0.1080,0.0900,1821.745,1.160,34.438
41.1,0.65,0.7497,0.1027,0.0885,1793.408,1.142,32.743
43.6,0.69,0.7698,0.0967,0.0863,1747.920,1.113,30.840
46.2,0.73,0.7880,0.0901,0.0832,1684.536,1.072,28.736
48.8,0.77,0.8040,0.0829,0.0792,1604.000,1.021,26.454
51.3,0.81,0.8176,0.0754,0.0745,1508.551,0.961,24.034
53.9,0.85,0.8283,0.0674,0.0691,1399.679,0.891,21.507
56.5,0.89,0.8352,0.0592,0.0631,1277.384,0.813,18.892
59.0,0.93,0.8370,0.0508,0.0565,1143.904,0.728,16.218
61.6,0.97,0.8315,0.0423,0.0494,999.984,0.636,13.496
64.2,1.01,0.8149,0.0337,0.0418,846.369,0.539,10.756
66.7,1.05,0.7792,0.0251,0.0339,686.044,0.437,8.011
69.3,1.09,0.7061,0.0166,0.0256,518.261,0.330,5.284
71.9,1.13,0.5399,0.0082,0.0171,346.750,0.221,2.607
74.4,1.17,0.0000,0.0000,0.0085,172.257,0.110,0.000
