# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1221,0.0499,218.490,0.232,14.016
1.1,0.03,0.0698,0.1208,0.0509,222.219,0.236,13.870
2.2,0.06,0.1356,0.1193,0.0518,226.693,0.240,13.705
3.4,0.09,0.1973,0.1177,0.0527,230.421,0.244,13.518
4.5,0.12,0.2550,0.1160,0.0535,234.150,0.248,13.318
5.6,0.15,0.3089,0.1140,0.0543,237.133,0.252,13.091
6.7,0.18,0.3590,0.1118,0.0550,240.115,0.255,12.842
7.8,0.21,0.4057,0.1094,0.0555,243.098,0.258,12.566
9.0,0.24,0.4491,0.1068,0.0560,244.590,0.260,12.264
10.1,0.26,0.4892,0.1039,0.0562,246.081,0.261,11.930
11.2,0.29,0.5264,0.1007,0.0563,246.081,0.261,11.565
12.3,0.32,0.5608,0.0973,0.0561,245.335,0.261,11.174
13.4,0.35,0.5925,0.0936,0.0557,243.844,0.259,10.742
14.6,0.38,0.6216,0.0896,0.0551,240.861,0.256,10.284
15.7,0.41,0.6481,0.0853,0.0542,237.133,0.252,9.791
16.8,0.44,0.6721,0.0807,0.0530,231.913,0.246,9.261
17.9,0.47,0.6934,0.0758,0.0515,225.201,0.239,8.705
19.1,0.50,0.7120,0.0707,0.0496,216.999,0.230,8.114
20.2,0.53,0.7277,0.0653,0.0475,208.050,0.221,7.495
21.3,0.56,0.7400,0.0597,0.0451,197.610,0.209,6.859
22.4,0.59,0.7484,0.0540,0.0424,185.679,0.197,6.201
23.5,0.62,0.7521,0.0481,0.0395,173.002,0.183,5.529
24.7,0.65,0.7500,0.0422,0.0364,158.834,0.169,4.844
25.8,0.68,0.7403,0.0361,0.0330,144.666,0.153,4.146
26.9,0.71,0.7202,0.0300,0.0294,129.006,0.137,3.447
28.0,0.74,0.6851,0.0239,0.0257,112.601,0.119,2.745
29.1,0.76,0.6269,0.0178,0.0217,94.704,0.101,2.046
30.3,0.79,0.5291,0.0118,0.0176,76.807,0.082,1.348
31.4,0.82,0.3546,0.0058,0.0134,58.910,0.062,0.663
32.5,0.85,-0.0046,0.0000,0.0092,40.268,0.042,-0.004
