# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1228,0.0498,397.458,0.345,21.071
1.4,0.03,0.0705,0.1216,0.0507,404.915,0.352,20.853
2.7,0.06,0.1368,0.1202,0.0517,412.372,0.358,20.609
4.1,0.09,0.1991,0.1186,0.0526,419.829,0.364,20.342
5.5,0.12,0.2572,0.1168,0.0534,426.540,0.370,20.039
6.8,0.15,0.3115,0.1149,0.0542,433.252,0.376,19.706
8.2,0.18,0.3621,0.1127,0.0549,438.472,0.381,19.336
9.6,0.21,0.4091,0.1103,0.0555,443.691,0.385,18.927
11.0,0.24,0.4528,0.1077,0.0560,447.420,0.388,18.473
12.3,0.26,0.4933,0.1048,0.0563,448.911,0.390,17.980
13.7,0.29,0.5308,0.1017,0.0563,449.657,0.391,17.437
15.1,0.32,0.5655,0.0982,0.0562,448.911,0.390,16.845
16.4,0.35,0.5975,0.0945,0.0558,445.929,0.387,16.205
17.8,0.38,0.6269,0.0904,0.0552,440.709,0.382,15.511
19.2,0.41,0.6538,0.0861,0.0542,433.252,0.376,14.773
20.5,0.44,0.6783,0.0815,0.0530,423.558,0.368,13.981
21.9,0.47,0.7002,0.0766,0.0515,410.881,0.357,13.140
23.3,0.50,0.7194,0.0714,0.0496,396.712,0.344,12.250
24.7,0.53,0.7358,0.0660,0.0475,379.561,0.329,11.321
26.0,0.56,0.7490,0.0604,0.0451,360.173,0.312,10.355
27.4,0.59,0.7585,0.0546,0.0423,338.548,0.294,9.364
28.8,0.62,0.7635,0.0487,0.0394,314.685,0.273,8.349
30.1,0.65,0.7630,0.0427,0.0362,288.586,0.251,7.317
31.5,0.68,0.7552,0.0365,0.0327,261.741,0.227,6.268
32.9,0.71,0.7375,0.0304,0.0291,232.658,0.202,5.213
34.2,0.74,0.7053,0.0242,0.0252,201.339,0.175,4.155
35.6,0.76,0.6502,0.0180,0.0212,169.274,0.147,3.096
37.0,0.79,0.5554,0.0119,0.0170,136.463,0.118,2.046
38.4,0.82,0.3806,0.0059,0.0128,102.161,0.088,1.010
39.7,0.85,0.0001,0.0000,0.0084,67.113,0.058,0.000
