# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1212,0.0509,66.367,0.105,6.183
0.7,0.03,0.0679,0.1199,0.0518,67.113,0.107,6.116
1.5,0.06,0.1319,0.1184,0.0527,68.604,0.109,6.041
2.2,0.09,0.1920,0.1168,0.0536,69.350,0.110,5.961
3.0,0.12,0.2484,0.1150,0.0544,70.841,0.112,5.867
3.7,0.15,0.3011,0.1130,0.0551,71.587,0.114,5.765
4.5,0.18,0.3502,0.1108,0.0558,72.333,0.115,5.654
5.2,0.21,0.3960,0.1084,0.0563,73.079,0.116,5.534
6.0,0.23,0.4385,0.1058,0.0567,73.824,0.117,5.396
6.7,0.26,0.4779,0.1029,0.0569,73.824,0.117,5.249
7.5,0.29,0.5143,0.0997,0.0569,73.824,0.118,5.089
8.2,0.32,0.5480,0.0963,0.0568,73.824,0.117,4.915
8.9,0.35,0.5790,0.0926,0.0564,73.079,0.116,4.724
9.7,0.38,0.6073,0.0886,0.0557,72.333,0.115,4.524
10.4,0.41,0.6331,0.0844,0.0548,70.841,0.113,4.306
11.2,0.44,0.6562,0.0798,0.0536,69.350,0.110,4.075
11.9,0.47,0.6766,0.0750,0.0521,67.859,0.107,3.830
12.7,0.50,0.6940,0.0699,0.0503,64.876,0.104,3.567
13.4,0.53,0.7083,0.0646,0.0482,62.639,0.099,3.296
14.2,0.56,0.7189,0.0591,0.0459,59.656,0.095,3.016
14.9,0.59,0.7253,0.0535,0.0433,55.927,0.089,2.727
15.7,0.62,0.7266,0.0477,0.0405,52.199,0.083,2.433
16.4,0.65,0.7216,0.0418,0.0374,48.470,0.077,2.131
17.2,0.68,0.7084,0.0358,0.0341,43.996,0.070,1.828
17.9,0.70,0.6843,0.0298,0.0307,39.522,0.063,1.517
18.6,0.73,0.6447,0.0237,0.0270,35.048,0.056,1.210
19.4,0.76,0.5818,0.0177,0.0232,29.828,0.048,0.903
20.1,0.79,0.4812,0.0117,0.0192,24.608,0.040,0.596
20.9,0.82,0.3125,0.0058,0.0152,19.388,0.031,0.294
21.6,0.85,-0.0009,0.0000,0.0111,14.168,0.023,0.000
