# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1243,0.0500,823.253,0.562,34.532
1.7,0.03,0.0710,0.1231,0.0510,839.658,0.573,34.193
3.5,0.06,0.1377,0.1217,0.0520,856.063,0.584,33.815
5.2,0.09,0.2003,0.1202,0.0529,871.723,0.595,33.393
7.0,0.12,0.2589,0.1185,0.0538,886.637,0.605,32.917
8.7,0.15,0.3135,0.1166,0.0547,900.060,0.614,32.388
10.5,0.18,0.3644,0.1144,0.0554,912.737,0.623,31.796
12.2,0.21,0.4117,0.1121,0.0560,923.176,0.630,31.142
13.9,0.24,0.4556,0.1095,0.0565,930.633,0.635,30.417
15.7,0.26,0.4964,0.1066,0.0568,935.853,0.638,29.616
17.4,0.29,0.5342,0.1034,0.0569,937.345,0.639,28.736
19.2,0.32,0.5693,0.1000,0.0568,935.853,0.638,27.775
20.9,0.35,0.6017,0.0962,0.0564,929.142,0.634,26.734
22.7,0.38,0.6316,0.0921,0.0558,918.702,0.627,25.604
24.4,0.41,0.6590,0.0878,0.0548,903.043,0.616,24.390
26.1,0.44,0.6840,0.0831,0.0536,882.909,0.602,23.091
27.9,0.47,0.7066,0.0781,0.0520,856.809,0.584,21.712
29.6,0.50,0.7267,0.0729,0.0501,825.490,0.563,20.248
31.4,0.53,0.7441,0.0674,0.0479,788.950,0.538,18.718
33.1,0.56,0.7585,0.0616,0.0454,747.937,0.510,17.130
34.9,0.59,0.7694,0.0558,0.0426,701.704,0.479,15.489
36.6,0.62,0.7762,0.0497,0.0396,651.742,0.444,13.816
38.3,0.65,0.7777,0.0436,0.0363,596.560,0.407,12.108
40.1,0.68,0.7724,0.0373,0.0327,538.395,0.367,10.373
41.8,0.71,0.7577,0.0310,0.0289,476.502,0.325,8.625
43.6,0.74,0.7291,0.0247,0.0249,410.881,0.280,6.873
45.3,0.76,0.6782,0.0184,0.0208,342.276,0.233,5.120
47.1,0.79,0.5871,0.0122,0.0165,270.689,0.185,3.381
48.8,0.82,0.4115,0.0060,0.0120,197.610,0.135,1.668
50.6,0.85,-0.0032,0.0000,0.0075,123.040,0.084,-0.009
