# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1205,0.0541,8.948,0.028,1.539
0.4,0.03,0.0634,0.1191,0.0549,8.948,0.028,1.521
0.7,0.06,0.1234,0.1177,0.0557,8.948,0.029,1.499
1.1,0.09,0.1800,0.1160,0.0565,8.948,0.029,1.481
1.5,0.12,0.2332,0.1142,0.0573,8.948,0.029,1.459
1.9,0.15,0.2831,0.1122,0.0579,9.694,0.030,1.432
2.2,0.18,0.3298,0.1101,0.0585,9.694,0.030,1.406
2.6,0.20,0.3734,0.1077,0.0590,9.694,0.030,1.375
3.0,0.23,0.4140,0.1050,0.0593,9.694,0.031,1.339
3.3,0.26,0.4518,0.1022,0.0595,9.694,0.031,1.303
3.7,0.29,0.4867,0.0990,0.0595,9.694,0.031,1.263
4.1,0.32,0.5190,0.0956,0.0592,9.694,0.031,1.219
4.5,0.35,0.5485,0.0920,0.0588,9.694,0.030,1.174
4.8,0.38,0.5755,0.0880,0.0581,9.694,0.030,1.125
5.2,0.41,0.5998,0.0838,0.0572,8.948,0.029,1.068
5.6,0.44,0.6214,0.0793,0.0560,8.948,0.029,1.014
5.9,0.47,0.6400,0.0746,0.0545,8.948,0.028,0.952
6.3,0.50,0.6554,0.0696,0.0527,8.203,0.027,0.890
6.7,0.53,0.6673,0.0643,0.0507,8.203,0.026,0.818
7.0,0.56,0.6752,0.0589,0.0484,8.203,0.025,0.752
7.4,0.58,0.6783,0.0533,0.0459,7.457,0.024,0.681
7.8,0.61,0.6758,0.0476,0.0432,6.711,0.022,0.605
8.2,0.64,0.6662,0.0417,0.0402,6.711,0.021,0.534
8.5,0.67,0.6479,0.0358,0.0371,5.966,0.019,0.458
8.9,0.70,0.6180,0.0298,0.0338,5.220,0.017,0.378
9.3,0.73,0.5725,0.0238,0.0303,5.220,0.016,0.302
9.6,0.76,0.5049,0.0178,0.0267,4.474,0.014,0.227
10.0,0.79,0.4044,0.0118,0.0230,3.728,0.012,0.151
10.4,0.82,0.2508,0.0059,0.0191,2.983,0.010,0.076
10.8,0.85,0.0037,0.0001,0.0152,2.237,0.008,0.000
