# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1249,0.0502,1016.389,0.647,39.825
1.9,0.03,0.0710,0.1237,0.0512,1037.269,0.660,39.442
3.7,0.06,0.1378,0.1223,0.0522,1057.402,0.673,39.015
5.6,0.09,0.2004,0.1208,0.0532,1076.791,0.686,38.535
7.5,0.12,0.2590,0.1191,0.0541,1095.433,0.698,37.997
9.3,0.15,0.3137,0.1172,0.0550,1113.330,0.709,37.396
11.2,0.18,0.3646,0.1151,0.0557,1128.244,0.718,36.725
13.1,0.21,0.4119,0.1128,0.0564,1141.667,0.727,35.973
14.9,0.24,0.4559,0.1102,0.0569,1151.361,0.733,35.145
16.8,0.26,0.4968,0.1073,0.0572,1158.072,0.737,34.229
18.7,0.29,0.5347,0.1042,0.0573,1160.309,0.739,33.219
20.5,0.32,0.5698,0.1007,0.0572,1157.326,0.737,32.116
22.4,0.35,0.6023,0.0969,0.0568,1149.869,0.732,30.915
24.3,0.38,0.6323,0.0929,0.0561,1137.192,0.724,29.616
26.1,0.41,0.6599,0.0885,0.0552,1117.804,0.712,28.220
28.0,0.44,0.6852,0.0838,0.0539,1092.450,0.695,26.720
29.9,0.47,0.7080,0.0788,0.0524,1060.385,0.675,25.128
31.7,0.50,0.7284,0.0735,0.0504,1021.609,0.650,23.438
33.6,0.53,0.7461,0.0679,0.0482,976.121,0.622,21.672
35.5,0.56,0.7608,0.0622,0.0457,924.668,0.589,19.835
37.3,0.59,0.7722,0.0562,0.0428,867.249,0.552,17.940
39.2,0.62,0.7795,0.0502,0.0397,804.610,0.512,16.000
41.1,0.65,0.7817,0.0440,0.0364,736.751,0.469,14.021
42.9,0.68,0.7772,0.0377,0.0328,663.673,0.423,12.019
44.8,0.71,0.7635,0.0313,0.0290,586.120,0.373,9.995
46.7,0.74,0.7361,0.0250,0.0249,504.839,0.321,7.962
48.5,0.76,0.6865,0.0186,0.0207,419.083,0.267,5.929
50.4,0.79,0.5969,0.0123,0.0163,330.345,0.210,3.914
52.3,0.82,0.4214,0.0061,0.0118,239.370,0.153,1.931
54.1,0.85,-0.0039,0.0000,0.0072,146.903,0.093,-0.009
