# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1261,0.0508,1497.365,0.841,51.675
2.1,0.03,0.0709,0.1250,0.0518,1527.939,0.858,51.212
4.2,0.06,0.1376,0.1237,0.0529,1558.513,0.875,50.687
6.3,0.09,0.2001,0.1223,0.0539,1588.341,0.892,50.091
8.5,0.12,0.2586,0.1206,0.0548,1616.677,0.908,49.424
10.6,0.15,0.3133,0.1188,0.0557,1642.777,0.923,48.672
12.7,0.18,0.3642,0.1167,0.0565,1665.894,0.936,47.827
14.8,0.21,0.4115,0.1144,0.0572,1686.027,0.947,46.880
16.9,0.24,0.4556,0.1119,0.0577,1701.687,0.956,45.826
19.0,0.26,0.4965,0.1090,0.0581,1711.381,0.962,44.656
21.1,0.29,0.5345,0.1059,0.0582,1715.110,0.964,43.366
23.3,0.32,0.5698,0.1024,0.0581,1712.127,0.962,41.947
25.4,0.35,0.6025,0.0986,0.0577,1701.687,0.956,40.403
27.5,0.38,0.6328,0.0945,0.0571,1682.299,0.945,38.722
29.6,0.41,0.6607,0.0901,0.0561,1653.962,0.929,36.911
31.7,0.44,0.6864,0.0854,0.0548,1615.932,0.908,34.972
33.8,0.47,0.7097,0.0803,0.0532,1568.207,0.881,32.899
36.0,0.50,0.7306,0.0749,0.0512,1510.788,0.849,30.702
38.1,0.53,0.7489,0.0693,0.0490,1442.929,0.811,28.397
40.2,0.56,0.7645,0.0635,0.0463,1366.122,0.768,26.000
42.3,0.59,0.7768,0.0574,0.0434,1281.112,0.719,23.527
44.4,0.62,0.7852,0.0512,0.0403,1187.154,0.667,20.987
46.5,0.65,0.7887,0.0449,0.0368,1084.993,0.610,18.402
48.6,0.68,0.7858,0.0385,0.0331,976.121,0.548,15.773
50.8,0.71,0.7741,0.0320,0.0292,859.792,0.483,13.118
52.9,0.73,0.7490,0.0255,0.0250,737.497,0.414,10.453
55.0,0.76,0.7022,0.0190,0.0207,609.982,0.343,7.789
57.1,0.79,0.6155,0.0126,0.0162,477.248,0.268,5.142
59.2,0.82,0.4407,0.0062,0.0116,340.785,0.191,2.535
61.3,0.85,-0.0049,0.0000,0.0068,202.085,0.113,-0.018
