# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1207,0.0526,20.134,0.048,2.736
0.5,0.03,0.0654,0.1194,0.0534,20.880,0.049,2.709
1.0,0.06,0.1272,0.1179,0.0543,20.880,0.050,2.673
1.5,0.09,0.1854,0.1163,0.0551,20.880,0.051,2.638
2.0,0.12,0.2401,0.1145,0.0559,21.625,0.051,2.598
2.5,0.15,0.2913,0.1125,0.0566,21.625,0.052,2.553
3.0,0.18,0.3391,0.1103,0.0572,21.625,0.052,2.500
3.5,0.21,0.3837,0.1079,0.0577,22.371,0.053,2.447
4.0,0.23,0.4251,0.1053,0.0580,22.371,0.053,2.389
4.5,0.26,0.4636,0.1024,0.0582,22.371,0.053,2.322
5.0,0.29,0.4993,0.0992,0.0582,22.371,0.053,2.251
5.5,0.32,0.5321,0.0958,0.0580,22.371,0.053,2.175
6.0,0.35,0.5623,0.0921,0.0576,22.371,0.053,2.091
6.5,0.38,0.5899,0.0882,0.0569,21.625,0.052,2.002
6.9,0.41,0.6148,0.0840,0.0560,21.625,0.051,1.904
7.4,0.44,0.6370,0.0794,0.0548,20.880,0.050,1.802
7.9,0.47,0.6564,0.0747,0.0533,20.134,0.049,1.695
8.4,0.50,0.6727,0.0696,0.0515,20.134,0.047,1.579
8.9,0.53,0.6855,0.0643,0.0495,18.642,0.045,1.459
9.4,0.56,0.6945,0.0589,0.0472,17.897,0.043,1.334
9.9,0.59,0.6990,0.0533,0.0446,17.151,0.041,1.210
10.4,0.62,0.6980,0.0475,0.0419,16.405,0.038,1.076
10.9,0.64,0.6902,0.0416,0.0389,14.914,0.036,0.943
11.4,0.67,0.6738,0.0357,0.0357,13.423,0.033,0.810
11.9,0.70,0.6461,0.0297,0.0323,12.677,0.030,0.672
12.4,0.73,0.6026,0.0237,0.0288,11.185,0.026,0.538
12.9,0.76,0.5362,0.0176,0.0251,9.694,0.023,0.400
13.4,0.79,0.4346,0.0117,0.0212,8.203,0.019,0.262
13.9,0.82,0.2734,0.0058,0.0173,6.711,0.016,0.129
14.4,0.85,-0.0012,0.0000,0.0133,5.220,0.012,0.000
