# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1202,0.0566,2.983,0.013,0.681
0.2,0.03,0.0602,0.1189,0.0574,2.983,0.013,0.676
0.5,0.06,0.1174,0.1174,0.0582,2.983,0.013,0.667
0.7,0.09,0.1714,0.1157,0.0590,2.983,0.014,0.658
1.0,0.12,0.2224,0.1139,0.0597,2.983,0.014,0.645
1.2,0.15,0.2703,0.1120,0.0603,2.983,0.014,0.636
1.5,0.17,0.3153,0.1098,0.0608,2.983,0.014,0.623
1.7,0.20,0.3573,0.1074,0.0612,2.983,0.014,0.609
2.0,0.23,0.3966,0.1048,0.0615,2.983,0.014,0.596
2.2,0.26,0.4331,0.1019,0.0616,2.983,0.014,0.578
2.5,0.29,0.4669,0.0988,0.0616,2.983,0.014,0.560
2.7,0.32,0.4982,0.0954,0.0613,2.983,0.014,0.543
3.0,0.35,0.5268,0.0918,0.0609,2.983,0.014,0.520
3.2,0.38,0.5528,0.0879,0.0602,2.983,0.014,0.498
3.5,0.41,0.5761,0.0837,0.0592,2.983,0.014,0.476
3.7,0.44,0.5967,0.0793,0.0580,2.983,0.013,0.449
3.9,0.47,0.6142,0.0745,0.0565,2.983,0.013,0.423
4.2,0.49,0.6284,0.0696,0.0548,2.983,0.013,0.396
4.4,0.52,0.6389,0.0643,0.0528,2.237,0.012,0.365
4.7,0.55,0.6452,0.0589,0.0505,2.237,0.012,0.334
4.9,0.58,0.6464,0.0534,0.0481,2.237,0.011,0.302
5.2,0.61,0.6418,0.0477,0.0454,2.237,0.010,0.271
5.4,0.64,0.6298,0.0418,0.0425,2.237,0.010,0.236
5.7,0.67,0.6089,0.0359,0.0395,2.237,0.009,0.205
5.9,0.70,0.5765,0.0299,0.0363,1.491,0.008,0.169
6.2,0.73,0.5288,0.0239,0.0329,1.491,0.008,0.133
6.4,0.76,0.4604,0.0179,0.0294,1.491,0.007,0.102
6.7,0.79,0.3624,0.0119,0.0258,1.491,0.006,0.067
6.9,0.81,0.2201,0.0060,0.0221,0.746,0.005,0.036
7.1,0.84,0.0066,0.0001,0.0183,0.746,0.004,0.000
