# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1268,0.0514,1798.628,0.954,58.258
2.2,0.03,0.0705,0.1257,0.0524,1834.422,0.973,57.756
4.5,0.06,0.1368,0.1245,0.0534,1870.215,0.992,57.186
6.7,0.09,0.1992,0.1231,0.0544,1905.263,1.011,56.537
8.9,0.12,0.2577,0.1215,0.0554,1938.820,1.029,55.803
11.2,0.15,0.3123,0.1197,0.0563,1969.393,1.045,54.976
13.4,0.18,0.3632,0.1177,0.0571,1997.730,1.060,54.041
15.7,0.21,0.4106,0.1154,0.0578,2021.592,1.072,52.992
17.9,0.23,0.4548,0.1128,0.0583,2040.235,1.082,51.822
20.1,0.26,0.4958,0.1100,0.0586,2052.166,1.089,50.518
22.4,0.29,0.5338,0.1068,0.0588,2056.640,1.091,49.073
24.6,0.32,0.5692,0.1034,0.0587,2053.657,1.090,47.489
26.9,0.35,0.6020,0.0996,0.0583,2040.981,1.083,45.750
29.1,0.38,0.6324,0.0955,0.0577,2017.864,1.070,43.864
31.3,0.41,0.6605,0.0911,0.0567,1983.562,1.052,41.827
33.6,0.44,0.6864,0.0863,0.0554,1938.074,1.028,39.638
35.8,0.47,0.7099,0.0812,0.0538,1881.401,0.998,37.303
38.0,0.50,0.7311,0.0758,0.0518,1812.051,0.961,34.821
40.3,0.53,0.7498,0.0701,0.0494,1730.769,0.918,32.214
42.5,0.56,0.7658,0.0642,0.0468,1638.303,0.869,29.505
44.8,0.59,0.7785,0.0581,0.0439,1534.650,0.814,26.703
47.0,0.62,0.7875,0.0519,0.0406,1422.050,0.754,23.829
49.2,0.65,0.7917,0.0455,0.0371,1299.009,0.689,20.898
51.5,0.68,0.7897,0.0390,0.0334,1167.766,0.619,17.917
53.7,0.70,0.7788,0.0325,0.0294,1028.320,0.545,14.906
55.9,0.73,0.7546,0.0259,0.0252,880.672,0.467,11.881
58.2,0.76,0.7087,0.0193,0.0208,727.057,0.386,8.856
60.4,0.79,0.6223,0.0127,0.0162,567.478,0.301,5.849
62.7,0.82,0.4464,0.0063,0.0116,404.915,0.215,2.882
64.9,0.85,-0.0050,0.0000,0.0068,239.370,0.127,-0.018
