# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1283,0.0546,2621.135,1.252,72.773
2.5,0.03,0.0672,0.1273,0.0555,2665.877,1.273,72.208
5.0,0.06,0.1311,0.1262,0.0564,2709.128,1.294,71.559
7.4,0.09,0.1916,0.1249,0.0573,2752.378,1.314,70.816
9.9,0.12,0.2487,0.1234,0.0582,2791.900,1.333,69.966
12.4,0.15,0.3026,0.1217,0.0589,2829.185,1.351,68.996
14.9,0.18,0.3533,0.1197,0.0596,2861.250,1.366,67.898
17.4,0.21,0.4009,0.1175,0.0602,2888.096,1.379,66.648
19.9,0.23,0.4455,0.1151,0.0606,2906.738,1.388,65.242
22.3,0.26,0.4873,0.1123,0.0608,2917.924,1.393,63.663
24.8,0.29,0.5263,0.1092,0.0608,2918.669,1.394,61.906
27.3,0.32,0.5627,0.1057,0.0606,2908.975,1.389,59.962
29.8,0.35,0.5966,0.1020,0.0601,2886.604,1.378,57.822
32.3,0.38,0.6280,0.0979,0.0594,2850.065,1.361,55.487
34.7,0.41,0.6571,0.0934,0.0583,2800.103,1.337,52.956
37.2,0.44,0.6839,0.0886,0.0570,2733.736,1.305,50.229
39.7,0.47,0.7083,0.0834,0.0552,2652.454,1.266,47.311
42.2,0.50,0.7304,0.0780,0.0532,2553.276,1.219,44.202
44.7,0.53,0.7500,0.0722,0.0508,2437.693,1.164,40.924
47.2,0.56,0.7667,0.0662,0.0481,2306.450,1.101,37.507
49.6,0.59,0.7803,0.0599,0.0450,2161.038,1.032,33.976
52.1,0.62,0.7899,0.0535,0.0417,2002.204,0.956,30.341
54.6,0.64,0.7945,0.0470,0.0381,1829.947,0.874,26.632
57.1,0.67,0.7923,0.0403,0.0343,1646.505,0.786,22.855
59.6,0.70,0.7802,0.0336,0.0303,1452.623,0.694,19.034
62.0,0.73,0.7532,0.0268,0.0261,1250.539,0.597,15.182
64.5,0.76,0.7016,0.0200,0.0217,1041.743,0.497,11.325
67.0,0.79,0.6057,0.0132,0.0173,828.473,0.396,7.491
69.5,0.82,0.4187,0.0065,0.0128,613.711,0.293,3.696
72.0,0.85,-0.0042,0.0000,0.0083,399.695,0.191,-0.022
