# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1218,0.0501,154.360,0.184,11.045
1.0,0.03,0.0701,0.1204,0.0511,156.597,0.187,10.925
2.0,0.06,0.1361,0.1190,0.0520,159.580,0.191,10.791
3.0,0.09,0.1980,0.1173,0.0529,162.563,0.194,10.645
4.0,0.12,0.2559,0.1155,0.0537,164.800,0.197,10.480
5.0,0.15,0.3098,0.1135,0.0545,167.037,0.200,10.298
6.0,0.18,0.3601,0.1113,0.0552,169.274,0.202,10.097
7.0,0.21,0.4068,0.1088,0.0557,171.511,0.204,9.875
8.1,0.24,0.4502,0.1062,0.0561,172.257,0.206,9.630
9.1,0.27,0.4903,0.1032,0.0563,173.002,0.207,9.364
10.1,0.30,0.5274,0.1000,0.0564,173.002,0.207,9.070
11.1,0.33,0.5616,0.0965,0.0562,173.002,0.206,8.750
12.1,0.36,0.5931,0.0927,0.0558,171.511,0.205,8.407
13.1,0.39,0.6219,0.0886,0.0551,169.274,0.202,8.038
14.1,0.42,0.6481,0.0842,0.0541,166.291,0.198,7.638
15.1,0.45,0.6717,0.0795,0.0528,162.563,0.194,7.215
16.1,0.48,0.6925,0.0746,0.0512,157.343,0.188,6.766
17.1,0.51,0.7104,0.0693,0.0494,151.377,0.181,6.290
18.1,0.54,0.7252,0.0639,0.0472,144.666,0.173,5.796
19.1,0.57,0.7363,0.0582,0.0447,137.209,0.164,5.284
20.1,0.59,0.7432,0.0524,0.0420,129.006,0.154,4.755
21.2,0.62,0.7449,0.0465,0.0390,120.058,0.143,4.217
22.2,0.65,0.7401,0.0405,0.0358,109.618,0.131,3.670
23.2,0.68,0.7268,0.0344,0.0324,99.178,0.119,3.118
24.2,0.71,0.7016,0.0282,0.0287,87.993,0.105,2.562
25.2,0.74,0.6591,0.0221,0.0249,76.807,0.091,2.002
26.2,0.77,0.5891,0.0159,0.0209,64.130,0.077,1.446
27.2,0.80,0.4713,0.0098,0.0168,51.453,0.061,0.894
28.2,0.83,0.2571,0.0039,0.0125,38.776,0.046,0.351
