# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1197,0.0625,0.746,0.004,0.169
0.1,0.03,0.0541,0.1184,0.0632,0.746,0.004,0.169
0.2,0.06,0.1056,0.1169,0.0639,0.746,0.004,0.165
0.4,0.09,0.1546,0.1153,0.0646,0.746,0.004,0.165
0.5,0.12,0.2010,0.1135,0.0652,0.746,0.004,0.160
0.6,0.14,0.2450,0.1115,0.0657,0.746,0.004,0.160
0.7,0.17,0.2863,0.1093,0.0661,0.746,0.004,0.156
0.9,0.20,0.3252,0.1070,0.0664,0.746,0.004,0.151
1.0,0.23,0.3617,0.1044,0.0666,0.746,0.004,0.147
1.1,0.26,0.3956,0.1015,0.0667,0.746,0.004,0.142
1.2,0.29,0.4272,0.0985,0.0665,0.746,0.004,0.138
1.3,0.32,0.4563,0.0951,0.0662,0.746,0.004,0.133
1.5,0.35,0.4830,0.0916,0.0656,0.746,0.004,0.129
1.6,0.38,0.5071,0.0877,0.0649,0.746,0.004,0.125
1.7,0.40,0.5286,0.0836,0.0639,0.746,0.004,0.120
1.8,0.43,0.5472,0.0792,0.0627,0.746,0.004,0.111
2.0,0.46,0.5627,0.0746,0.0612,0.000,0.004,0.107
2.1,0.49,0.5747,0.0696,0.0595,0.000,0.003,0.098
2.2,0.52,0.5828,0.0645,0.0575,0.000,0.003,0.093
2.3,0.55,0.5864,0.0592,0.0553,0.000,0.003,0.085
2.4,0.58,0.5848,0.0536,0.0529,0.000,0.003,0.076
2.6,0.61,0.5769,0.0480,0.0504,0.000,0.003,0.067
2.7,0.63,0.5617,0.0422,0.0477,0.000,0.003,0.058
2.8,0.66,0.5375,0.0363,0.0448,0.000,0.003,0.053
2.9,0.69,0.5023,0.0303,0.0418,0.000,0.002,0.044
3.1,0.72,0.4533,0.0243,0.0387,0.000,0.002,0.036
3.2,0.75,0.3866,0.0183,0.0354,0.000,0.002,0.027
3.3,0.78,0.2967,0.0122,0.0321,0.000,0.002,0.018
3.4,0.81,0.1756,0.0062,0.0287,0.000,0.002,0.009
3.5,0.84,0.0107,0.0003,0.0252,0.000,0.001,0.000
