# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1215,0.0505,103.652,0.142,8.438
0.9,0.03,0.0687,0.1201,0.0514,105.889,0.144,8.345
1.7,0.06,0.1334,0.1187,0.0523,107.381,0.147,8.243
2.6,0.09,0.1942,0.1171,0.0531,109.618,0.149,8.131
3.5,0.12,0.2512,0.1153,0.0540,111.109,0.152,8.007
4.4,0.15,0.3043,0.1133,0.0547,112.601,0.154,7.869
5.2,0.18,0.3539,0.1111,0.0554,114.092,0.155,7.718
6.1,0.21,0.4000,0.1087,0.0559,114.838,0.157,7.553
7.0,0.24,0.4429,0.1061,0.0563,115.583,0.158,7.366
7.8,0.26,0.4826,0.1032,0.0565,116.329,0.159,7.166
8.7,0.29,0.5194,0.1000,0.0566,116.329,0.159,6.948
9.6,0.32,0.5533,0.0966,0.0564,116.329,0.159,6.708
10.5,0.35,0.5846,0.0929,0.0560,115.583,0.157,6.450
11.3,0.38,0.6132,0.0889,0.0554,114.092,0.155,6.174
12.2,0.41,0.6393,0.0846,0.0545,111.855,0.153,5.876
13.1,0.44,0.6627,0.0801,0.0533,109.618,0.150,5.560
13.9,0.47,0.6834,0.0752,0.0518,106.635,0.145,5.227
14.8,0.50,0.7013,0.0701,0.0500,102.907,0.140,4.871
15.7,0.53,0.7161,0.0648,0.0479,98.432,0.134,4.502
16.5,0.56,0.7273,0.0593,0.0455,93.958,0.128,4.119
17.4,0.59,0.7345,0.0536,0.0429,87.993,0.120,3.723
18.3,0.62,0.7367,0.0478,0.0400,82.027,0.112,3.318
19.2,0.65,0.7327,0.0419,0.0369,76.061,0.104,2.909
20.0,0.68,0.7208,0.0359,0.0336,69.350,0.094,2.491
20.9,0.71,0.6981,0.0298,0.0301,61.893,0.085,2.073
21.8,0.73,0.6601,0.0237,0.0264,54.436,0.074,1.650
22.6,0.76,0.5988,0.0177,0.0226,46.233,0.063,1.228
23.5,0.79,0.4988,0.0117,0.0186,38.031,0.052,0.810
24.4,0.82,0.3274,0.0058,0.0145,29.828,0.041,0.400
25.3,0.85,-0.0034,0.0000,0.0103,20.880,0.029,-0.004
