# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1238,0.0499,656.962,0.483,29.652
1.6,0.03,0.0709,0.1225,0.0508,670.384,0.492,29.354
3.2,0.06,0.1376,0.1211,0.0518,683.061,0.502,29.020
4.9,0.09,0.2001,0.1196,0.0527,695.738,0.511,28.651
6.5,0.12,0.2586,0.1179,0.0536,706.923,0.520,28.237
8.1,0.15,0.3131,0.1159,0.0545,718.109,0.528,27.779
9.7,0.18,0.3639,0.1138,0.0552,727.803,0.535,27.268
11.3,0.21,0.4112,0.1114,0.0558,736.006,0.541,26.698
13.0,0.24,0.4550,0.1088,0.0563,741.971,0.545,26.071
14.6,0.26,0.4957,0.1059,0.0566,745.700,0.548,25.377
16.2,0.29,0.5335,0.1028,0.0567,747.191,0.549,24.621
17.8,0.32,0.5684,0.0993,0.0565,745.700,0.548,23.794
19.4,0.35,0.6007,0.0956,0.0562,740.480,0.544,22.895
21.0,0.38,0.6304,0.0915,0.0555,731.532,0.538,21.925
22.7,0.41,0.6577,0.0872,0.0546,719.600,0.529,20.880
24.3,0.44,0.6825,0.0825,0.0533,703.195,0.517,19.768
25.9,0.47,0.7049,0.0776,0.0518,683.061,0.502,18.580
27.5,0.50,0.7247,0.0723,0.0499,657.707,0.483,17.330
29.1,0.53,0.7418,0.0669,0.0477,629.371,0.462,16.014
30.8,0.56,0.7558,0.0612,0.0452,596.560,0.438,14.652
32.4,0.59,0.7662,0.0553,0.0425,560.021,0.411,13.251
34.0,0.62,0.7724,0.0493,0.0394,519.753,0.382,11.819
35.6,0.65,0.7733,0.0432,0.0362,477.248,0.350,10.355
37.2,0.68,0.7672,0.0370,0.0327,430.269,0.316,8.874
38.9,0.71,0.7515,0.0308,0.0289,381.053,0.280,7.380
40.5,0.74,0.7217,0.0245,0.0250,329.599,0.242,5.876
42.1,0.76,0.6694,0.0183,0.0209,275.163,0.202,4.377
43.7,0.79,0.5771,0.0121,0.0166,219.236,0.161,2.891
45.3,0.82,0.4015,0.0060,0.0122,161.071,0.118,1.428
46.9,0.85,-0.0022,0.0000,0.0077,102.161,0.075,-0.004
