# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1224,0.0498,299.026,0.285,17.357
1.2,0.03,0.0702,0.1212,0.0507,304.246,0.291,17.175
2.5,0.06,0.1363,0.1197,0.0517,310.211,0.296,16.974
3.7,0.09,0.1982,0.1181,0.0526,315.431,0.301,16.748
5.0,0.12,0.2562,0.1164,0.0534,320.651,0.306,16.498
6.2,0.15,0.3103,0.1144,0.0542,325.125,0.311,16.223
7.5,0.18,0.3607,0.1123,0.0549,329.599,0.315,15.911
8.7,0.21,0.4076,0.1099,0.0555,333.328,0.318,15.573
10.0,0.24,0.4511,0.1072,0.0559,335.565,0.321,15.200
11.2,0.26,0.4914,0.1043,0.0562,337.056,0.322,14.790
12.5,0.29,0.5288,0.1012,0.0563,337.802,0.322,14.341
13.7,0.32,0.5633,0.0977,0.0561,337.056,0.322,13.856
14.9,0.35,0.5952,0.0940,0.0557,334.819,0.319,13.327
16.2,0.38,0.6244,0.0900,0.0551,330.345,0.316,12.757
17.4,0.41,0.6512,0.0857,0.0542,325.125,0.310,12.144
18.7,0.44,0.6754,0.0811,0.0530,317.668,0.303,11.494
19.9,0.47,0.6970,0.0762,0.0514,308.720,0.295,10.800
21.2,0.50,0.7160,0.0710,0.0496,297.534,0.284,10.071
22.4,0.53,0.7320,0.0656,0.0475,284.857,0.272,9.306
23.7,0.56,0.7448,0.0600,0.0451,270.689,0.258,8.514
24.9,0.59,0.7538,0.0543,0.0424,254.284,0.243,7.695
26.1,0.62,0.7582,0.0484,0.0394,236.387,0.226,6.864
27.4,0.65,0.7569,0.0424,0.0363,217.744,0.208,6.014
28.6,0.68,0.7482,0.0363,0.0329,196.865,0.188,5.151
29.9,0.71,0.7294,0.0302,0.0292,175.239,0.168,4.284
31.1,0.74,0.6959,0.0241,0.0254,152.868,0.146,3.412
32.4,0.76,0.6394,0.0179,0.0215,129.006,0.123,2.544
33.6,0.79,0.5433,0.0119,0.0173,103.652,0.099,1.681
34.9,0.82,0.3691,0.0059,0.0131,78.298,0.075,0.832
36.1,0.85,0.0004,0.0000,0.0088,52.945,0.050,0.000
