# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1276,0.0525,2162.530,1.087,65.291
2.4,0.03,0.0694,0.1265,0.0535,2203.543,1.107,64.753
4.7,0.06,0.1349,0.1253,0.0545,2243.811,1.128,64.139
7.1,0.09,0.1967,0.1240,0.0555,2283.333,1.147,63.441
9.4,0.12,0.2548,0.1224,0.0564,2320.618,1.166,62.649
11.8,0.15,0.3093,0.1207,0.0572,2355.666,1.184,61.746
14.2,0.18,0.3602,0.1187,0.0580,2386.985,1.200,60.727
16.5,0.21,0.4078,0.1164,0.0586,2413.085,1.213,59.575
18.9,0.23,0.4522,0.1139,0.0591,2433.964,1.223,58.285
21.2,0.26,0.4935,0.1111,0.0594,2446.641,1.230,56.844
23.6,0.29,0.5319,0.1080,0.0596,2451.115,1.232,55.247
26.0,0.32,0.5676,0.1045,0.0594,2445.896,1.230,53.481
28.3,0.35,0.6007,0.1007,0.0590,2430.236,1.221,51.550
30.7,0.38,0.6314,0.0966,0.0584,2402.645,1.207,49.442
33.0,0.41,0.6597,0.0922,0.0574,2361.631,1.187,47.164
35.4,0.44,0.6858,0.0874,0.0561,2307.941,1.160,44.714
37.8,0.47,0.7096,0.0823,0.0544,2240.082,1.126,42.098
40.1,0.50,0.7311,0.0768,0.0524,2157.310,1.084,39.313
42.5,0.53,0.7502,0.0711,0.0500,2060.369,1.035,36.382
44.8,0.56,0.7666,0.0651,0.0474,1949.259,0.980,33.331
47.2,0.59,0.7799,0.0590,0.0444,1826.219,0.918,30.177
49.6,0.62,0.7894,0.0526,0.0411,1691.247,0.850,26.938
51.9,0.65,0.7941,0.0462,0.0375,1545.090,0.777,23.633
54.3,0.67,0.7925,0.0396,0.0337,1388.493,0.698,20.271
56.6,0.70,0.7818,0.0330,0.0297,1222.202,0.614,16.872
59.0,0.73,0.7574,0.0263,0.0255,1047.708,0.527,13.456
61.4,0.76,0.7104,0.0196,0.0211,866.503,0.436,10.031
63.7,0.79,0.6214,0.0130,0.0165,680.078,0.342,6.628
66.1,0.82,0.4414,0.0064,0.0119,489.925,0.246,3.269
68.4,0.85,-0.0047,0.0000,0.0072,298.280,0.150,-0.022
