# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1284,0.0557,445.183,0.386,22.014
1.5,0.03,0.0740,0.1274,0.0569,454.877,0.395,21.859
3.1,0.07,0.1435,0.1264,0.0582,465.317,0.404,21.681
4.6,0.10,0.2086,0.1252,0.0595,475.757,0.413,21.476
6.2,0.13,0.2693,0.1238,0.0608,485.451,0.422,21.240
7.7,0.17,0.3256,0.1223,0.0621,495.890,0.430,20.973
9.2,0.20,0.3778,0.1205,0.0633,505.585,0.439,20.666
10.8,0.23,0.4261,0.1185,0.0643,513.787,0.446,20.319
12.3,0.26,0.4706,0.1161,0.0653,521.244,0.453,19.924
13.9,0.30,0.5116,0.1135,0.0660,527.210,0.458,19.474
15.4,0.33,0.5494,0.1106,0.0666,531.684,0.462,18.972
16.9,0.36,0.5842,0.1073,0.0668,533.921,0.463,18.411
18.5,0.40,0.6161,0.1037,0.0668,533.175,0.463,17.784
20.0,0.43,0.6455,0.0997,0.0664,530.193,0.460,17.095
21.6,0.46,0.6724,0.0952,0.0656,523.481,0.455,16.338
23.1,0.50,0.6969,0.0905,0.0644,513.787,0.446,15.515
24.6,0.53,0.7190,0.0853,0.0627,501.110,0.435,14.626
26.2,0.56,0.7387,0.0797,0.0607,484.705,0.421,13.674
27.7,0.60,0.7558,0.0738,0.0581,464.571,0.403,12.660
29.3,0.63,0.7701,0.0676,0.0552,440.709,0.383,11.601
30.8,0.66,0.7810,0.0612,0.0518,413.863,0.359,10.502
32.3,0.69,0.7878,0.0546,0.0481,384.781,0.334,9.368
33.9,0.73,0.7896,0.0479,0.0441,351.970,0.306,8.211
35.4,0.76,0.7847,0.0410,0.0398,317.668,0.276,7.037
37.0,0.79,0.7705,0.0341,0.0351,280.383,0.243,5.849
38.5,0.83,0.7424,0.0272,0.0302,241.607,0.210,4.657
40.0,0.86,0.6921,0.0202,0.0251,200.593,0.174,3.465
41.6,0.89,0.6013,0.0133,0.0198,158.088,0.137,2.286
43.1,0.93,0.4240,0.0066,0.0143,114.838,0.099,1.125
44.7,0.96,-0.0037,0.0000,0.0088,70.096,0.061,-0.004
