# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1275,0.0562,172.257,0.206,11.565
1.1,0.03,0.0728,0.1265,0.0574,175.985,0.210,11.476
2.2,0.07,0.1414,0.1254,0.0586,180.459,0.215,11.374
3.4,0.10,0.2055,0.1241,0.0599,184.188,0.220,11.263
4.5,0.13,0.2654,0.1227,0.0611,187.916,0.224,11.134
5.6,0.17,0.3211,0.1211,0.0623,191.645,0.229,10.987
6.7,0.20,0.3727,0.1193,0.0635,194.628,0.233,10.823
7.8,0.23,0.4204,0.1172,0.0645,198.356,0.236,10.636
8.9,0.26,0.4645,0.1149,0.0654,200.593,0.240,10.422
10.1,0.30,0.5051,0.1122,0.0661,202.830,0.242,10.182
11.2,0.33,0.5425,0.1093,0.0666,204.322,0.244,9.915
12.3,0.36,0.5769,0.1060,0.0668,205.067,0.245,9.617
13.4,0.40,0.6084,0.1024,0.0667,205.067,0.245,9.288
14.5,0.43,0.6374,0.0983,0.0663,203.576,0.243,8.923
15.7,0.46,0.6638,0.0940,0.0655,201.339,0.240,8.523
16.8,0.50,0.6878,0.0892,0.0643,197.610,0.236,8.091
17.9,0.53,0.7093,0.0841,0.0627,192.391,0.230,7.629
19.0,0.56,0.7282,0.0786,0.0606,186.425,0.222,7.130
20.1,0.59,0.7444,0.0727,0.0581,178.222,0.213,6.601
21.3,0.63,0.7575,0.0666,0.0552,170.020,0.203,6.045
22.4,0.66,0.7669,0.0603,0.0520,159.580,0.191,5.471
23.5,0.69,0.7720,0.0538,0.0484,148.394,0.177,4.880
24.6,0.73,0.7715,0.0472,0.0444,136.463,0.163,4.279
25.7,0.76,0.7638,0.0404,0.0402,123.786,0.147,3.665
26.9,0.79,0.7462,0.0336,0.0357,109.618,0.131,3.047
28.0,0.83,0.7139,0.0268,0.0310,95.450,0.114,2.429
29.1,0.86,0.6586,0.0199,0.0260,79.790,0.095,1.806
30.2,0.89,0.5629,0.0132,0.0208,64.130,0.076,1.192
31.3,0.93,0.3858,0.0065,0.0156,47.725,0.057,0.587
32.4,0.96,-0.0012,0.0000,0.0102,31.319,0.037,0.000
