# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1270,0.0570,73.824,0.118,6.481
0.8,0.03,0.0714,0.1260,0.0582,75.316,0.120,6.428
1.7,0.07,0.1386,0.1249,0.0594,76.807,0.123,6.374
2.5,0.10,0.2017,0.1236,0.0607,78.298,0.125,6.308
3.4,0.13,0.2606,0.1222,0.0619,80.536,0.128,6.232
4.2,0.17,0.3154,0.1205,0.0630,82.027,0.130,6.152
5.0,0.20,0.3663,0.1187,0.0641,82.773,0.132,6.054
5.9,0.23,0.4134,0.1166,0.0651,84.264,0.134,5.947
6.7,0.26,0.4570,0.1142,0.0660,85.755,0.136,5.827
7.5,0.30,0.4971,0.1116,0.0667,86.501,0.138,5.694
8.4,0.33,0.5341,0.1086,0.0671,87.247,0.138,5.542
9.2,0.36,0.5681,0.1053,0.0673,87.247,0.139,5.378
10.1,0.40,0.5993,0.1017,0.0672,87.247,0.139,5.191
10.9,0.43,0.6279,0.0977,0.0667,86.501,0.138,4.986
11.7,0.46,0.6540,0.0933,0.0659,85.755,0.136,4.764
12.6,0.49,0.6775,0.0886,0.0647,84.264,0.134,4.524
13.4,0.53,0.6985,0.0835,0.0631,82.027,0.130,4.261
14.2,0.56,0.7167,0.0781,0.0611,79.044,0.126,3.986
15.1,0.59,0.7321,0.0723,0.0586,76.061,0.121,3.688
15.9,0.63,0.7442,0.0662,0.0558,72.333,0.115,3.381
16.8,0.66,0.7525,0.0599,0.0526,67.859,0.108,3.060
17.6,0.69,0.7560,0.0535,0.0490,63.384,0.101,2.731
18.4,0.73,0.7537,0.0469,0.0452,58.165,0.093,2.393
19.3,0.76,0.7437,0.0402,0.0410,52.945,0.085,2.051
20.1,0.79,0.7232,0.0334,0.0366,47.725,0.075,1.708
21.0,0.82,0.6875,0.0266,0.0320,41.759,0.066,1.361
21.8,0.86,0.6284,0.0198,0.0271,35.048,0.056,1.014
22.6,0.89,0.5296,0.0131,0.0221,28.337,0.046,0.667
23.5,0.92,0.3548,0.0065,0.0169,21.625,0.035,0.329
24.3,0.96,0.0012,0.0000,0.0116,14.914,0.024,0.000
