# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1291,0.0557,735.260,0.540,30.924
1.8,0.03,0.0743,0.1282,0.0570,751.665,0.552,30.715
3.6,0.07,0.1442,0.1272,0.0583,768.817,0.565,30.475
5.5,0.10,0.2095,0.1261,0.0597,786.713,0.578,30.203
7.3,0.13,0.2705,0.1247,0.0610,803.864,0.591,29.888
9.1,0.17,0.3270,0.1232,0.0623,821.016,0.603,29.523
10.9,0.20,0.3795,0.1215,0.0635,837.421,0.615,29.109
12.7,0.23,0.4279,0.1195,0.0646,852.335,0.626,28.629
14.6,0.26,0.4726,0.1172,0.0656,865.012,0.636,28.086
16.4,0.30,0.5138,0.1147,0.0664,875.452,0.643,27.468
18.2,0.33,0.5517,0.1118,0.0670,882.909,0.649,26.774
20.0,0.36,0.5866,0.1085,0.0673,886.637,0.651,25.991
21.8,0.40,0.6188,0.1049,0.0672,886.637,0.651,25.119
23.7,0.43,0.6484,0.1008,0.0668,881.417,0.647,24.154
25.5,0.46,0.6755,0.0964,0.0661,870.977,0.640,23.095
27.3,0.50,0.7004,0.0916,0.0648,854.572,0.628,21.939
29.1,0.53,0.7229,0.0864,0.0632,832.947,0.612,20.689
30.9,0.56,0.7430,0.0808,0.0611,805.356,0.592,19.350
32.8,0.60,0.7607,0.0748,0.0585,771.799,0.567,17.922
34.6,0.63,0.7756,0.0686,0.0555,732.277,0.538,16.423
36.4,0.66,0.7873,0.0621,0.0521,687.535,0.505,14.870
38.2,0.69,0.7952,0.0554,0.0484,637.573,0.468,13.269
40.0,0.73,0.7983,0.0486,0.0442,583.137,0.428,11.632
41.9,0.76,0.7950,0.0416,0.0398,524.973,0.386,9.968
43.7,0.79,0.7828,0.0346,0.0351,462.334,0.340,8.287
45.5,0.83,0.7573,0.0275,0.0301,395.967,0.291,6.597
47.3,0.86,0.7101,0.0205,0.0248,327.362,0.240,4.911
49.1,0.89,0.6227,0.0135,0.0194,255.775,0.188,3.238
50.9,0.93,0.4464,0.0067,0.0138,181.951,0.134,1.597
52.8,0.96,-0.0047,0.0000,0.0081,107.381,0.079,-0.009
