# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1309,0.0567,1670.368,0.938,53.619
2.4,0.03,0.0741,0.1301,0.0580,1709.144,0.960,53.316
4.8,0.07,0.1439,0.1293,0.0593,1749.412,0.983,52.965
7.1,0.10,0.2092,0.1283,0.0607,1791.171,1.006,52.551
9.5,0.13,0.2702,0.1271,0.0622,1832.185,1.029,52.075
11.9,0.17,0.3268,0.1257,0.0635,1873.198,1.052,51.515
14.3,0.20,0.3793,0.1241,0.0649,1911.974,1.074,50.861
16.6,0.23,0.4278,0.1223,0.0661,1948.514,1.094,50.100
19.0,0.26,0.4727,0.1201,0.0672,1979.833,1.112,49.224
21.4,0.30,0.5140,0.1177,0.0681,2006.678,1.127,48.210
23.8,0.33,0.5521,0.1149,0.0687,2025.321,1.138,47.053
26.1,0.36,0.5873,0.1117,0.0691,2036.506,1.144,45.746
28.5,0.40,0.6198,0.1081,0.0691,2037.252,1.144,44.269
30.9,0.43,0.6497,0.1040,0.0687,2026.812,1.139,42.623
33.3,0.46,0.6774,0.0996,0.0680,2004.441,1.126,40.804
35.7,0.50,0.7028,0.0947,0.0668,1968.648,1.106,38.806
38.0,0.53,0.7261,0.0894,0.0651,1918.686,1.078,36.640
40.4,0.56,0.7471,0.0837,0.0629,1855.301,1.042,34.300
42.8,0.59,0.7659,0.0776,0.0603,1776.257,0.998,31.805
45.2,0.63,0.7822,0.0712,0.0571,1684.536,0.946,29.171
47.5,0.66,0.7956,0.0645,0.0536,1579.392,0.887,26.431
49.9,0.69,0.8055,0.0576,0.0496,1463.063,0.822,23.607
52.3,0.73,0.8110,0.0506,0.0453,1335.548,0.750,20.711
54.7,0.76,0.8108,0.0434,0.0406,1197.594,0.673,17.762
57.0,0.79,0.8024,0.0361,0.0356,1049.945,0.590,14.773
59.4,0.83,0.7817,0.0287,0.0303,894.840,0.503,11.770
61.8,0.86,0.7405,0.0214,0.0248,731.532,0.411,8.767
64.2,0.89,0.6600,0.0141,0.0191,562.258,0.316,5.783
66.6,0.92,0.4875,0.0070,0.0132,388.510,0.218,2.847
68.9,0.96,-0.0059,0.0000,0.0072,212.524,0.119,-0.018
