# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1272,0.0565,116.329,0.159,8.834
1.0,0.03,0.0722,0.1262,0.0577,118.566,0.162,8.767
2.0,0.07,0.1402,0.1251,0.0589,121.549,0.166,8.692
2.9,0.10,0.2038,0.1239,0.0602,123.786,0.169,8.603
3.9,0.13,0.2633,0.1224,0.0614,126.769,0.172,8.505
4.9,0.17,0.3186,0.1208,0.0626,129.006,0.176,8.389
5.9,0.20,0.3699,0.1190,0.0637,131.243,0.179,8.265
6.8,0.23,0.4173,0.1169,0.0647,133.480,0.182,8.118
7.8,0.26,0.4612,0.1145,0.0656,134.972,0.184,7.958
8.8,0.30,0.5016,0.1119,0.0663,136.463,0.186,7.771
9.8,0.33,0.5388,0.1089,0.0668,137.209,0.187,7.566
10.8,0.36,0.5730,0.1057,0.0670,137.954,0.188,7.340
11.7,0.40,0.6044,0.1020,0.0669,137.954,0.188,7.086
12.7,0.43,0.6332,0.0980,0.0664,136.463,0.187,6.806
13.7,0.46,0.6595,0.0936,0.0656,134.972,0.184,6.503
14.7,0.50,0.6832,0.0889,0.0644,132.735,0.181,6.174
15.7,0.53,0.7045,0.0838,0.0628,129.006,0.176,5.818
16.6,0.56,0.7231,0.0783,0.0608,125.278,0.171,5.440
17.6,0.59,0.7389,0.0725,0.0583,120.058,0.164,5.035
18.6,0.63,0.7515,0.0664,0.0554,114.092,0.156,4.613
19.6,0.66,0.7604,0.0601,0.0522,107.381,0.147,4.177
20.5,0.69,0.7648,0.0536,0.0486,99.924,0.136,3.723
21.5,0.73,0.7634,0.0470,0.0447,91.721,0.126,3.265
22.5,0.76,0.7547,0.0403,0.0405,83.518,0.114,2.798
23.5,0.79,0.7356,0.0335,0.0361,74.570,0.101,2.326
24.5,0.83,0.7018,0.0267,0.0314,64.876,0.088,1.855
25.4,0.86,0.6446,0.0199,0.0265,54.436,0.074,1.379
26.4,0.89,0.5474,0.0131,0.0214,43.996,0.060,0.912
27.4,0.92,0.3712,0.0065,0.0162,33.556,0.045,0.449
28.4,0.96,0.0001,0.0000,0.0108,22.371,0.030,0.000
