# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1304,0.0563,1383.273,0.826,47.320
2.2,0.03,0.0744,0.1296,0.0576,1415.338,0.845,47.035
4.5,0.07,0.1442,0.1287,0.0590,1448.895,0.865,46.706
6.7,0.10,0.2097,0.1277,0.0604,1483.197,0.885,46.328
8.9,0.13,0.2707,0.1264,0.0617,1517.499,0.906,45.888
11.2,0.17,0.3273,0.1250,0.0631,1551.056,0.926,45.376
13.4,0.20,0.3798,0.1234,0.0644,1583.121,0.945,44.780
15.7,0.23,0.4283,0.1215,0.0656,1612.203,0.963,44.091
17.9,0.26,0.4731,0.1193,0.0667,1638.303,0.978,43.299
20.1,0.30,0.5144,0.1168,0.0675,1659.928,0.991,42.392
22.4,0.33,0.5525,0.1140,0.0681,1674.842,1.000,41.355
24.6,0.36,0.5877,0.1107,0.0685,1683.045,1.005,40.190
26.9,0.40,0.6201,0.1071,0.0685,1683.790,1.005,38.877
29.1,0.43,0.6499,0.1031,0.0681,1674.842,1.000,37.418
31.3,0.46,0.6775,0.0987,0.0674,1656.199,0.988,35.804
33.6,0.50,0.7027,0.0938,0.0662,1626.371,0.971,34.042
35.8,0.53,0.7258,0.0885,0.0645,1584.612,0.946,32.130
38.0,0.56,0.7466,0.0829,0.0623,1532.413,0.914,30.070
40.3,0.59,0.7651,0.0768,0.0597,1467.537,0.876,27.868
42.5,0.63,0.7810,0.0704,0.0566,1391.476,0.830,25.555
44.8,0.66,0.7940,0.0638,0.0531,1304.975,0.779,23.149
47.0,0.69,0.8034,0.0570,0.0492,1208.779,0.722,20.671
49.2,0.73,0.8083,0.0500,0.0449,1104.382,0.659,18.127
51.5,0.76,0.8073,0.0428,0.0403,991.035,0.591,15.542
53.7,0.79,0.7980,0.0356,0.0354,870.232,0.519,12.927
55.9,0.83,0.7761,0.0284,0.0302,741.971,0.443,10.298
58.2,0.86,0.7334,0.0211,0.0247,608.491,0.363,7.669
60.4,0.89,0.6512,0.0139,0.0191,469.045,0.280,5.058
62.7,0.93,0.4779,0.0069,0.0133,326.617,0.195,2.491
64.9,0.96,-0.0057,0.0000,0.0074,181.205,0.108,-0.018
