# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1268,0.0577,43.251,0.083,4.493
0.7,0.03,0.0704,0.1258,0.0589,43.996,0.084,4.457
1.4,0.07,0.1367,0.1246,0.0601,44.742,0.086,4.417
2.1,0.10,0.1989,0.1233,0.0613,46.233,0.088,4.373
2.8,0.13,0.2571,0.1219,0.0625,46.979,0.090,4.319
3.5,0.16,0.3113,0.1203,0.0637,47.725,0.091,4.261
4.2,0.20,0.3617,0.1184,0.0647,48.470,0.093,4.195
4.9,0.23,0.4083,0.1163,0.0657,49.216,0.094,4.124
5.6,0.26,0.4515,0.1139,0.0666,49.962,0.095,4.039
6.3,0.30,0.4913,0.1113,0.0672,50.708,0.096,3.946
7.0,0.33,0.5280,0.1083,0.0676,50.708,0.097,3.839
7.7,0.36,0.5618,0.1051,0.0678,50.708,0.097,3.723
8.4,0.40,0.5928,0.1014,0.0677,50.708,0.097,3.594
9.1,0.43,0.6211,0.0974,0.0672,50.708,0.096,3.452
9.8,0.46,0.6469,0.0931,0.0664,49.962,0.095,3.301
10.5,0.49,0.6701,0.0884,0.0652,49.216,0.093,3.132
11.2,0.53,0.6907,0.0833,0.0636,47.725,0.091,2.954
11.9,0.56,0.7086,0.0779,0.0616,46.233,0.088,2.758
12.6,0.59,0.7235,0.0721,0.0591,43.996,0.085,2.553
13.3,0.63,0.7350,0.0661,0.0563,42.505,0.081,2.340
14.0,0.66,0.7425,0.0598,0.0531,39.522,0.076,2.117
14.6,0.69,0.7451,0.0534,0.0496,37.285,0.071,1.890
15.4,0.73,0.7416,0.0468,0.0458,34.302,0.066,1.659
16.0,0.76,0.7301,0.0401,0.0417,31.319,0.060,1.423
16.7,0.79,0.7078,0.0334,0.0373,28.337,0.053,1.183
17.4,0.82,0.6701,0.0266,0.0327,24.608,0.047,0.943
18.1,0.86,0.6088,0.0198,0.0279,20.880,0.040,0.703
18.8,0.89,0.5085,0.0131,0.0229,17.151,0.033,0.463
19.5,0.92,0.3356,0.0065,0.0178,13.423,0.026,0.231
20.2,0.96,0.0010,0.0000,0.0126,9.694,0.018,0.000
