# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1295,0.0559,920.194,0.628,35.977
2.0,0.03,0.0744,0.1286,0.0572,941.073,0.642,35.741
3.9,0.07,0.1443,0.1277,0.0585,963.444,0.657,35.475
5.9,0.10,0.2098,0.1266,0.0598,985.070,0.672,35.163
7.8,0.13,0.2707,0.1253,0.0612,1007.441,0.687,34.807
9.8,0.17,0.3274,0.1238,0.0625,1029.066,0.702,34.394
11.8,0.20,0.3798,0.1221,0.0637,1049.945,0.716,33.918
13.7,0.23,0.4283,0.1201,0.0649,1068.588,0.729,33.375
15.7,0.26,0.4731,0.1179,0.0659,1084.993,0.740,32.748
17.6,0.30,0.5143,0.1153,0.0667,1098.416,0.749,32.041
19.6,0.33,0.5523,0.1124,0.0673,1108.110,0.756,31.235
21.6,0.36,0.5873,0.1092,0.0676,1113.330,0.759,30.332
23.5,0.40,0.6196,0.1055,0.0676,1112.584,0.759,29.323
25.5,0.43,0.6493,0.1015,0.0672,1106.619,0.755,28.202
27.4,0.46,0.6765,0.0971,0.0664,1093.196,0.746,26.974
29.4,0.50,0.7015,0.0922,0.0652,1073.808,0.732,25.626
31.3,0.53,0.7242,0.0870,0.0635,1046.217,0.714,24.176
33.3,0.56,0.7446,0.0814,0.0614,1011.169,0.690,22.610
35.3,0.60,0.7625,0.0754,0.0588,968.664,0.661,20.947
37.2,0.63,0.7778,0.0691,0.0558,918.702,0.627,19.203
39.2,0.66,0.7899,0.0626,0.0524,862.775,0.588,17.388
41.1,0.69,0.7983,0.0558,0.0486,799.390,0.545,15.515
43.1,0.73,0.8020,0.0490,0.0444,730.786,0.499,13.603
45.1,0.76,0.7995,0.0420,0.0399,656.962,0.448,11.659
47.0,0.79,0.7883,0.0349,0.0351,578.663,0.394,9.697
49.0,0.83,0.7640,0.0278,0.0301,495.145,0.338,7.722
50.9,0.86,0.7182,0.0207,0.0248,407.898,0.278,5.747
52.9,0.89,0.6325,0.0136,0.0193,316.922,0.216,3.790
54.9,0.93,0.4571,0.0067,0.0136,223.710,0.153,1.868
56.8,0.96,-0.0051,0.0000,0.0079,129.006,0.088,-0.013
