# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1314,0.0574,2008.170,1.065,60.345
2.5,0.03,0.0735,0.1307,0.0587,2053.657,1.090,60.024
5.0,0.07,0.1428,0.1299,0.0600,2101.382,1.115,59.651
7.5,0.10,0.2078,0.1289,0.0614,2149.853,1.141,59.215
10.1,0.13,0.2686,0.1278,0.0628,2199.069,1.167,58.703
12.6,0.17,0.3252,0.1265,0.0642,2246.794,1.192,58.098
15.1,0.20,0.3777,0.1250,0.0655,2293.027,1.217,57.391
17.6,0.23,0.4263,0.1232,0.0667,2335.532,1.239,56.564
20.1,0.26,0.4713,0.1211,0.0678,2373.563,1.259,55.598
22.6,0.30,0.5128,0.1186,0.0687,2404.882,1.276,54.486
25.2,0.33,0.5511,0.1158,0.0694,2427.999,1.288,53.205
27.7,0.36,0.5864,0.1127,0.0698,2441.421,1.295,51.751
30.2,0.40,0.6190,0.1091,0.0698,2442.913,1.296,50.105
32.7,0.43,0.6491,0.1051,0.0695,2430.982,1.290,48.268
35.2,0.46,0.6769,0.1006,0.0687,2404.882,1.276,46.226
37.7,0.50,0.7025,0.0958,0.0675,2362.377,1.253,43.984
40.2,0.53,0.7259,0.0905,0.0658,2302.721,1.222,41.546
42.8,0.56,0.7472,0.0847,0.0636,2226.660,1.181,38.909
45.3,0.59,0.7663,0.0786,0.0609,2131.956,1.131,36.093
47.8,0.63,0.7829,0.0721,0.0578,2021.592,1.072,33.117
50.3,0.66,0.7968,0.0654,0.0541,1894.823,1.005,30.017
52.8,0.69,0.8072,0.0584,0.0501,1754.632,0.931,26.818
55.3,0.73,0.8134,0.0512,0.0457,1601.018,0.849,23.536
57.8,0.76,0.8139,0.0440,0.0410,1434.727,0.761,20.190
60.4,0.79,0.8065,0.0366,0.0359,1257.250,0.667,16.801
62.9,0.83,0.7867,0.0292,0.0306,1070.079,0.568,13.389
65.4,0.86,0.7463,0.0217,0.0250,873.960,0.464,9.977
67.9,0.89,0.6662,0.0143,0.0192,671.130,0.356,6.588
70.4,0.92,0.4925,0.0071,0.0133,463.825,0.246,3.243
72.9,0.96,-0.0057,0.0000,0.0073,254.284,0.135,-0.018
