# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0961,0.0334,786.713,0.834,42.374
1.4,0.03,0.0728,0.0949,0.0341,801.627,0.851,41.880
2.8,0.05,0.1411,0.0937,0.0347,816.541,0.867,41.337
4.2,0.08,0.2049,0.0923,0.0353,831.455,0.882,40.732
5.6,0.10,0.2645,0.0908,0.0359,844.878,0.897,40.065
7.0,0.13,0.3199,0.0892,0.0364,857.555,0.910,39.336
8.4,0.16,0.3713,0.0873,0.0369,867.995,0.921,38.530
9.8,0.18,0.4190,0.0853,0.0373,876.943,0.930,37.650
11.2,0.21,0.4632,0.0832,0.0375,883.654,0.937,36.684
12.5,0.24,0.5040,0.0808,0.0377,887.383,0.941,35.635
13.9,0.26,0.5417,0.0782,0.0377,887.383,0.942,34.496
15.3,0.29,0.5765,0.0754,0.0376,885.146,0.939,33.264
16.7,0.31,0.6083,0.0724,0.0373,878.434,0.932,31.943
18.1,0.34,0.6375,0.0692,0.0369,867.995,0.921,30.519
19.5,0.37,0.6640,0.0658,0.0362,852.335,0.905,29.007
20.9,0.39,0.6878,0.0621,0.0354,832.947,0.884,27.392
22.3,0.42,0.7090,0.0582,0.0344,808.339,0.858,25.693
23.7,0.44,0.7274,0.0542,0.0331,779.256,0.827,23.914
25.1,0.47,0.7428,0.0500,0.0317,745.700,0.791,22.063
26.5,0.50,0.7549,0.0457,0.0301,707.669,0.751,20.159
27.9,0.52,0.7630,0.0413,0.0283,665.164,0.706,18.207
29.3,0.55,0.7666,0.0368,0.0263,618.931,0.657,16.209
30.7,0.57,0.7645,0.0322,0.0242,568.969,0.604,14.185
32.1,0.60,0.7551,0.0275,0.0219,515.279,0.547,12.135
33.5,0.63,0.7356,0.0228,0.0195,458.605,0.486,10.075
34.9,0.65,0.7014,0.0182,0.0169,398.204,0.422,8.011
36.3,0.68,0.6443,0.0135,0.0142,334.819,0.355,5.952
37.6,0.71,0.5474,0.0089,0.0115,269.198,0.286,3.919
39.0,0.73,0.3711,0.0044,0.0086,202.085,0.215,1.922
40.4,0.76,-0.0082,-0.0001,0.0057,133.480,0.142,-0.027
