# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.0975,0.0338,1451.132,1.260,64.228
1.7,0.03,0.0730,0.0964,0.0345,1480.214,1.285,63.516
3.4,0.05,0.1415,0.0952,0.0351,1509.297,1.310,62.724
5.1,0.08,0.2056,0.0939,0.0358,1536.887,1.334,61.844
6.8,0.10,0.2653,0.0924,0.0364,1562.987,1.357,60.869
8.5,0.13,0.3209,0.0907,0.0369,1586.104,1.377,59.793
10.2,0.16,0.3725,0.0889,0.0374,1606.983,1.395,58.605
11.9,0.18,0.4205,0.0870,0.0378,1624.134,1.410,57.298
13.6,0.21,0.4649,0.0848,0.0381,1636.811,1.421,55.861
15.3,0.24,0.5060,0.0824,0.0383,1644.268,1.428,54.295
17.0,0.26,0.5440,0.0798,0.0383,1645.760,1.429,52.587
18.7,0.29,0.5791,0.0770,0.0382,1641.285,1.425,50.736
20.4,0.31,0.6113,0.0740,0.0379,1629.354,1.414,48.744
22.1,0.34,0.6410,0.0707,0.0375,1609.220,1.397,46.600
23.8,0.37,0.6680,0.0672,0.0368,1580.884,1.373,44.309
25.5,0.39,0.6925,0.0635,0.0359,1544.344,1.341,41.862
27.2,0.42,0.7144,0.0596,0.0349,1498.111,1.300,39.282
28.9,0.44,0.7336,0.0555,0.0336,1442.929,1.253,36.573
30.6,0.47,0.7500,0.0512,0.0321,1379.545,1.198,33.762
32.4,0.50,0.7632,0.0468,0.0304,1307.958,1.135,30.857
34.1,0.52,0.7728,0.0423,0.0286,1228.168,1.066,27.873
35.8,0.55,0.7780,0.0377,0.0266,1140.921,0.991,24.826
37.5,0.57,0.7779,0.0330,0.0244,1046.217,0.908,21.730
39.2,0.60,0.7708,0.0282,0.0220,944.802,0.820,18.594
40.9,0.63,0.7540,0.0234,0.0195,836.675,0.726,15.435
42.6,0.65,0.7231,0.0186,0.0168,722.583,0.627,12.273
44.3,0.68,0.6697,0.0138,0.0140,603.271,0.524,9.123
46.0,0.71,0.5762,0.0091,0.0112,479.485,0.416,6.005
47.7,0.73,0.3989,0.0045,0.0082,351.970,0.305,2.945
49.4,0.76,-0.0105,-0.0001,0.0052,221.473,0.192,-0.049
