# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3105,0.2009,677.095,0.170,16.272
2.5,0.04,0.0575,0.3082,0.2042,688.281,0.173,16.147
4.9,0.08,0.1123,0.3054,0.2075,699.466,0.176,16.005
7.4,0.11,0.1642,0.3023,0.2106,709.906,0.179,15.840
9.8,0.15,0.2134,0.2987,0.2135,719.600,0.181,15.649
12.3,0.19,0.2599,0.2944,0.2160,727.803,0.183,15.426
14.7,0.23,0.3039,0.2894,0.2179,734.514,0.185,15.164
17.2,0.27,0.3456,0.2836,0.2190,738.243,0.186,14.862
19.6,0.31,0.3850,0.2769,0.2194,739.734,0.186,14.510
22.1,0.34,0.4224,0.2692,0.2187,737.497,0.185,14.110
24.5,0.38,0.4579,0.2606,0.2171,731.532,0.184,13.660
27.0,0.42,0.4915,0.2512,0.2144,723.329,0.182,13.167
29.4,0.46,0.5233,0.2411,0.2108,710.652,0.179,12.633
31.9,0.50,0.5532,0.2302,0.2063,695.738,0.175,12.064
34.4,0.53,0.5812,0.2186,0.2008,677.095,0.170,11.454
36.8,0.57,0.6071,0.2065,0.1945,656.216,0.165,10.818
39.3,0.61,0.6309,0.1938,0.1874,631.608,0.159,10.155
41.7,0.65,0.6522,0.1805,0.1794,604.763,0.152,9.461
44.2,0.69,0.6707,0.1668,0.1707,575.680,0.145,8.741
46.6,0.72,0.6860,0.1527,0.1613,543.615,0.137,8.002
49.1,0.76,0.6975,0.1382,0.1511,509.313,0.128,7.242
51.5,0.80,0.7043,0.1234,0.1403,472.774,0.119,6.463
54.0,0.84,0.7053,0.1082,0.1287,433.997,0.109,5.671
56.4,0.88,0.6986,0.0929,0.1166,392.984,0.099,4.866
58.9,0.92,0.6817,0.0774,0.1039,350.479,0.088,4.057
61.3,0.95,0.6504,0.0619,0.0907,305.737,0.077,3.243
63.8,0.99,0.5974,0.0465,0.0771,260.249,0.065,2.433
66.3,1.03,0.5082,0.0312,0.0632,213.270,0.054,1.632
68.7,1.07,0.3497,0.0160,0.0489,164.800,0.041,0.841
71.2,1.11,0.0142,0.0004,0.0338,114.092,0.029,0.022
