# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3088,0.1997,482.468,0.135,12.958
2.2,0.04,0.0575,0.3064,0.2030,489.925,0.138,12.851
4.4,0.08,0.1122,0.3036,0.2062,498.128,0.140,12.735
6.6,0.11,0.1641,0.3003,0.2092,504.839,0.142,12.602
8.8,0.15,0.2133,0.2966,0.2119,511.550,0.144,12.442
11.0,0.19,0.2598,0.2922,0.2143,517.516,0.145,12.259
13.2,0.23,0.3038,0.2872,0.2161,521.990,0.147,12.046
15.4,0.27,0.3454,0.2813,0.2171,524.227,0.147,11.801
17.5,0.30,0.3849,0.2745,0.2174,524.973,0.147,11.516
19.7,0.34,0.4222,0.2668,0.2167,523.481,0.147,11.192
21.9,0.38,0.4577,0.2582,0.2150,519.007,0.146,10.836
24.1,0.42,0.4912,0.2488,0.2123,513.042,0.144,10.440
26.3,0.46,0.5229,0.2387,0.2087,504.093,0.142,10.013
28.5,0.50,0.5526,0.2279,0.2042,492.908,0.139,9.559
30.7,0.53,0.5804,0.2164,0.1988,480.231,0.135,9.079
32.9,0.57,0.6061,0.2043,0.1926,465.317,0.131,8.572
35.1,0.61,0.6296,0.1917,0.1856,448.166,0.126,8.042
37.3,0.65,0.6505,0.1786,0.1778,429.523,0.121,7.491
39.5,0.69,0.6685,0.1650,0.1693,408.644,0.115,6.921
41.7,0.72,0.6832,0.1510,0.1600,386.273,0.109,6.334
43.9,0.76,0.6940,0.1367,0.1501,362.410,0.102,5.734
46.1,0.80,0.7000,0.1220,0.1394,337.056,0.095,5.115
48.3,0.84,0.7000,0.1070,0.1281,309.465,0.087,4.488
50.4,0.88,0.6922,0.0918,0.1163,281.129,0.079,3.852
52.6,0.91,0.6740,0.0765,0.1038,250.555,0.070,3.212
54.8,0.95,0.6412,0.0612,0.0909,219.236,0.062,2.567
57.0,0.99,0.5866,0.0460,0.0776,187.171,0.053,1.926
59.2,1.03,0.4964,0.0309,0.0640,154.360,0.043,1.294
61.4,1.07,0.3391,0.0159,0.0500,120.803,0.034,0.667
63.6,1.10,0.0178,0.0006,0.0353,85.010,0.024,0.022
