# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3015,0.2081,9.694,0.010,0.885
0.6,0.04,0.0533,0.2988,0.2109,9.694,0.010,0.876
1.1,0.08,0.1042,0.2957,0.2136,9.694,0.010,0.867
1.7,0.11,0.1526,0.2922,0.2161,9.694,0.010,0.859
2.3,0.15,0.1987,0.2882,0.2183,9.694,0.010,0.845
2.9,0.19,0.2424,0.2836,0.2201,9.694,0.011,0.832
3.4,0.23,0.2839,0.2783,0.2213,9.694,0.011,0.818
4.0,0.26,0.3232,0.2723,0.2219,9.694,0.011,0.801
4.6,0.30,0.3606,0.2655,0.2216,9.694,0.011,0.778
5.2,0.34,0.3959,0.2579,0.2205,9.694,0.011,0.756
5.7,0.38,0.4293,0.2495,0.2186,9.694,0.010,0.734
6.3,0.41,0.4608,0.2403,0.2158,9.694,0.010,0.707
6.9,0.45,0.4903,0.2304,0.2122,9.694,0.010,0.676
7.5,0.49,0.5177,0.2200,0.2078,8.948,0.010,0.645
8.0,0.53,0.5429,0.2089,0.2027,8.948,0.010,0.614
8.6,0.56,0.5655,0.1973,0.1969,8.948,0.009,0.578
9.2,0.60,0.5854,0.1851,0.1904,8.203,0.009,0.543
9.7,0.64,0.6021,0.1725,0.1833,8.203,0.009,0.507
10.3,0.68,0.6153,0.1595,0.1755,8.203,0.008,0.467
10.9,0.71,0.6244,0.1461,0.1672,7.457,0.008,0.431
11.5,0.75,0.6285,0.1323,0.1583,7.457,0.008,0.387
12.0,0.79,0.6267,0.1181,0.1489,6.711,0.007,0.347
12.6,0.83,0.6177,0.1037,0.1389,5.966,0.007,0.307
13.2,0.87,0.5997,0.0890,0.1285,5.966,0.006,0.262
13.8,0.90,0.5702,0.0743,0.1176,5.220,0.006,0.218
14.3,0.94,0.5257,0.0594,0.1063,4.474,0.005,0.173
14.9,0.98,0.4609,0.0446,0.0947,4.474,0.005,0.129
15.5,1.02,0.3674,0.0299,0.0827,3.728,0.004,0.089
16.1,1.05,0.2297,0.0154,0.0706,2.983,0.003,0.044
16.6,1.09,0.0152,0.0008,0.0580,2.237,0.003,0.004
