# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3110,0.2013,733.769,0.180,17.166
2.5,0.04,0.0575,0.3086,0.2046,745.700,0.183,17.037
5.0,0.08,0.1122,0.3060,0.2079,757.631,0.186,16.885
7.6,0.11,0.1642,0.3028,0.2111,769.562,0.188,16.716
10.1,0.15,0.2133,0.2992,0.2140,780.002,0.191,16.516
12.6,0.19,0.2599,0.2950,0.2165,788.950,0.193,16.280
15.1,0.23,0.3039,0.2900,0.2184,796.407,0.195,16.009
17.6,0.27,0.3455,0.2842,0.2196,800.136,0.196,15.689
20.2,0.31,0.3850,0.2775,0.2200,801.627,0.196,15.320
22.7,0.34,0.4224,0.2699,0.2193,799.390,0.196,14.897
25.2,0.38,0.4579,0.2613,0.2177,793.425,0.194,14.421
27.7,0.42,0.4915,0.2519,0.2150,783.731,0.192,13.905
30.2,0.46,0.5233,0.2417,0.2114,770.308,0.189,13.340
32.7,0.50,0.5532,0.2308,0.2069,753.903,0.185,12.740
35.3,0.53,0.5813,0.2192,0.2014,733.769,0.180,12.099
37.8,0.57,0.6073,0.2071,0.1951,711.398,0.174,11.427
40.3,0.61,0.6311,0.1943,0.1879,684.552,0.168,10.725
42.8,0.65,0.6525,0.1811,0.1799,656.216,0.161,9.995
45.3,0.69,0.6711,0.1673,0.1712,624.151,0.153,9.235
47.9,0.72,0.6866,0.1532,0.1617,589.103,0.144,8.456
50.4,0.76,0.6982,0.1386,0.1514,551.818,0.135,7.651
52.9,0.80,0.7053,0.1237,0.1405,512.296,0.125,6.828
55.4,0.84,0.7064,0.1086,0.1289,469.791,0.115,5.992
57.9,0.88,0.7001,0.0932,0.1167,425.795,0.104,5.142
60.5,0.92,0.6835,0.0776,0.1040,378.816,0.093,4.284
63.0,0.95,0.6525,0.0621,0.0907,330.345,0.081,3.425
65.5,0.99,0.5998,0.0466,0.0770,280.383,0.069,2.571
68.0,1.03,0.5109,0.0313,0.0630,229.676,0.056,1.726
70.5,1.07,0.3519,0.0160,0.0486,177.477,0.043,0.885
73.1,1.11,0.0123,0.0004,0.0334,121.549,0.030,0.022
