# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3048,0.1992,130.497,0.057,5.356
1.4,0.04,0.0568,0.3022,0.2023,131.989,0.057,5.307
2.8,0.08,0.1109,0.2992,0.2052,134.226,0.058,5.253
4.2,0.11,0.1622,0.2958,0.2080,136.463,0.059,5.196
5.7,0.15,0.2108,0.2918,0.2105,137.954,0.060,5.124
7.1,0.19,0.2569,0.2873,0.2126,139.446,0.060,5.044
8.5,0.23,0.3005,0.2820,0.2141,140.192,0.061,4.955
9.9,0.27,0.3418,0.2760,0.2149,140.937,0.061,4.849
11.3,0.30,0.3808,0.2691,0.2150,140.937,0.061,4.728
12.7,0.34,0.4178,0.2614,0.2141,140.192,0.061,4.591
14.2,0.38,0.4528,0.2528,0.2122,138.700,0.060,4.439
15.6,0.42,0.4859,0.2434,0.2095,137.209,0.060,4.275
17.0,0.46,0.5170,0.2334,0.2059,134.972,0.059,4.097
18.4,0.49,0.5461,0.2227,0.2015,131.989,0.057,3.910
19.8,0.53,0.5731,0.2113,0.1963,128.260,0.056,3.710
21.2,0.57,0.5978,0.1994,0.1903,124.532,0.054,3.505
22.7,0.61,0.6201,0.1871,0.1835,120.058,0.052,3.287
24.1,0.65,0.6395,0.1742,0.1760,114.838,0.050,3.060
25.5,0.68,0.6558,0.1609,0.1679,109.618,0.048,2.825
26.9,0.72,0.6685,0.1472,0.1590,104.398,0.045,2.584
28.3,0.76,0.6768,0.1331,0.1495,97.687,0.042,2.340
29.7,0.80,0.6798,0.1187,0.1394,90.975,0.040,2.086
31.2,0.84,0.6762,0.1041,0.1287,84.264,0.037,1.828
32.6,0.87,0.6642,0.0892,0.1174,76.807,0.033,1.566
34.0,0.91,0.6411,0.0742,0.1056,69.350,0.030,1.303
35.4,0.95,0.6028,0.0592,0.0934,61.147,0.027,1.041
36.8,0.99,0.5424,0.0443,0.0808,52.945,0.023,0.778
38.2,1.03,0.4473,0.0296,0.0679,44.742,0.019,0.520
39.7,1.06,0.2914,0.0150,0.0547,35.794,0.015,0.262
41.1,1.10,0.0026,0.0001,0.0408,26.845,0.012,0.000
