# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2974,0.2423,0.000,0.001,0.044
0.1,0.04,0.0436,0.2946,0.2445,0.000,0.001,0.044
0.2,0.07,0.0855,0.2915,0.2466,0.000,0.001,0.044
0.4,0.11,0.1257,0.2881,0.2485,0.000,0.001,0.040
0.5,0.14,0.1643,0.2842,0.2501,0.000,0.001,0.040
0.6,0.18,0.2013,0.2798,0.2513,0.000,0.001,0.040
0.7,0.22,0.2366,0.2748,0.2520,0.000,0.001,0.040
0.9,0.25,0.2703,0.2692,0.2521,0.000,0.001,0.040
1.0,0.29,0.3024,0.2629,0.2514,0.000,0.001,0.040
1.1,0.33,0.3330,0.2558,0.2499,0.000,0.001,0.036
1.2,0.36,0.3620,0.2479,0.2477,0.000,0.001,0.036
1.3,0.40,0.3892,0.2394,0.2446,0.000,0.001,0.036
1.5,0.43,0.4147,0.2303,0.2409,0.000,0.001,0.036
1.6,0.47,0.4381,0.2205,0.2366,0.000,0.001,0.031
1.7,0.51,0.4592,0.2101,0.2316,0.000,0.001,0.031
1.8,0.54,0.4778,0.1992,0.2261,0.000,0.001,0.031
2.0,0.58,0.4935,0.1877,0.2201,0.000,0.001,0.027
2.1,0.61,0.5060,0.1758,0.2136,0.000,0.000,0.027
2.2,0.65,0.5146,0.1634,0.2067,0.000,0.000,0.022
2.3,0.69,0.5190,0.1506,0.1993,0.000,0.000,0.022
2.4,0.72,0.5183,0.1373,0.1916,0.000,0.000,0.018
2.6,0.76,0.5117,0.1237,0.1835,0.000,0.000,0.018
2.7,0.80,0.4983,0.1097,0.1751,0.000,0.000,0.018
2.8,0.83,0.4768,0.0954,0.1664,0.000,0.000,0.013
2.9,0.87,0.4459,0.0808,0.1573,0.000,0.000,0.013
3.1,0.90,0.4036,0.0661,0.1480,0.000,0.000,0.009
3.2,0.94,0.3479,0.0512,0.1384,0.000,0.000,0.009
3.3,0.98,0.2760,0.0364,0.1287,0.000,0.000,0.004
3.4,1.01,0.1841,0.0216,0.1188,0.000,0.000,0.004
3.5,1.05,0.0668,0.0069,0.1087,0.000,0.000,0.000
