# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3005,0.2149,2.983,0.005,0.391
0.4,0.04,0.0512,0.2978,0.2175,2.983,0.005,0.387
0.8,0.07,0.1002,0.2947,0.2201,2.983,0.005,0.387
1.1,0.11,0.1469,0.2911,0.2225,2.983,0.005,0.383
1.5,0.15,0.1913,0.2871,0.2245,2.983,0.005,0.374
1.9,0.19,0.2336,0.2826,0.2262,2.983,0.005,0.369
2.3,0.22,0.2738,0.2773,0.2273,2.983,0.005,0.360
2.7,0.26,0.3120,0.2714,0.2278,2.983,0.005,0.356
3.0,0.30,0.3483,0.2647,0.2274,2.983,0.005,0.347
3.4,0.34,0.3826,0.2571,0.2262,2.983,0.005,0.338
3.8,0.37,0.4151,0.2488,0.2242,2.983,0.005,0.325
4.2,0.41,0.4457,0.2397,0.2213,2.983,0.005,0.311
4.6,0.45,0.4743,0.2299,0.2176,2.983,0.005,0.302
4.9,0.49,0.5007,0.2196,0.2132,2.983,0.005,0.285
5.3,0.52,0.5249,0.2086,0.2081,2.983,0.004,0.271
5.7,0.56,0.5465,0.1971,0.2024,2.983,0.004,0.258
6.1,0.60,0.5652,0.1851,0.1960,2.237,0.004,0.240
6.5,0.64,0.5806,0.1726,0.1890,2.237,0.004,0.227
6.8,0.67,0.5924,0.1596,0.1814,2.237,0.004,0.209
7.2,0.71,0.5998,0.1462,0.1733,2.237,0.004,0.191
7.6,0.75,0.6021,0.1325,0.1646,2.237,0.004,0.173
8.0,0.79,0.5982,0.1184,0.1555,2.237,0.003,0.156
8.4,0.82,0.5870,0.1040,0.1458,2.237,0.003,0.138
8.7,0.86,0.5666,0.0894,0.1357,1.491,0.003,0.116
9.1,0.90,0.5349,0.0746,0.1252,1.491,0.003,0.098
9.5,0.94,0.4886,0.0597,0.1143,1.491,0.002,0.080
9.9,0.97,0.4233,0.0449,0.1031,1.491,0.002,0.058
10.3,1.01,0.3321,0.0301,0.0917,1.491,0.002,0.040
10.6,1.05,0.2034,0.0155,0.0800,0.746,0.002,0.022
11.0,1.08,0.0148,0.0009,0.0680,0.746,0.001,0.000
