# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3033,0.2013,50.708,0.030,2.816
1.0,0.04,0.0557,0.3006,0.2042,51.453,0.031,2.793
2.1,0.08,0.1088,0.2975,0.2071,52.199,0.031,2.762
3.1,0.11,0.1593,0.2940,0.2097,52.945,0.032,2.731
4.1,0.15,0.2071,0.2901,0.2121,53.690,0.032,2.696
5.1,0.19,0.2525,0.2855,0.2141,53.690,0.032,2.651
6.2,0.23,0.2955,0.2802,0.2155,54.436,0.032,2.602
7.2,0.27,0.3362,0.2742,0.2162,54.436,0.032,2.549
8.2,0.30,0.3747,0.2673,0.2162,54.436,0.032,2.482
9.2,0.34,0.4112,0.2596,0.2152,54.436,0.032,2.411
10.3,0.38,0.4457,0.2511,0.2133,53.690,0.032,2.331
11.3,0.42,0.4783,0.2418,0.2106,52.945,0.032,2.246
12.3,0.45,0.5089,0.2318,0.2070,52.199,0.031,2.153
13.3,0.49,0.5375,0.2212,0.2026,50.708,0.030,2.055
14.4,0.53,0.5638,0.2100,0.1975,49.962,0.030,1.953
15.4,0.57,0.5878,0.1982,0.1916,48.470,0.029,1.842
16.4,0.61,0.6093,0.1859,0.1849,46.233,0.028,1.726
17.4,0.64,0.6278,0.1732,0.1776,44.742,0.027,1.610
18.5,0.68,0.6430,0.1600,0.1697,42.505,0.026,1.486
19.5,0.72,0.6544,0.1464,0.1610,40.268,0.024,1.361
20.5,0.76,0.6612,0.1325,0.1518,38.031,0.023,1.232
21.5,0.80,0.6624,0.1182,0.1420,35.794,0.021,1.099
22.6,0.83,0.6569,0.1037,0.1316,32.811,0.020,0.965
23.6,0.87,0.6427,0.0890,0.1206,30.574,0.018,0.827
24.6,0.91,0.6172,0.0741,0.1092,27.591,0.016,0.689
25.7,0.95,0.5765,0.0593,0.0973,24.608,0.015,0.552
26.7,0.98,0.5143,0.0445,0.0851,21.625,0.013,0.414
27.7,1.02,0.4196,0.0298,0.0726,18.642,0.011,0.276
28.7,1.06,0.2708,0.0153,0.0598,14.914,0.009,0.142
29.8,1.10,0.0141,0.0006,0.0465,11.931,0.007,0.004
