# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3066,0.1988,268.452,0.092,8.723
1.8,0.04,0.0573,0.3041,0.2020,272.180,0.093,8.652
3.6,0.08,0.1118,0.3012,0.2051,276.655,0.094,8.567
5.4,0.11,0.1635,0.2978,0.2079,280.383,0.096,8.474
7.2,0.15,0.2125,0.2940,0.2106,284.112,0.097,8.363
9.0,0.19,0.2589,0.2895,0.2128,287.094,0.098,8.238
10.8,0.23,0.3028,0.2843,0.2144,289.332,0.099,8.091
12.6,0.27,0.3444,0.2784,0.2154,290.823,0.099,7.918
14.4,0.30,0.3837,0.2715,0.2155,290.823,0.099,7.727
16.2,0.34,0.4209,0.2638,0.2147,289.332,0.099,7.504
18.0,0.38,0.4562,0.2552,0.2129,287.094,0.098,7.259
19.8,0.42,0.4896,0.2458,0.2102,283.366,0.097,6.993
21.7,0.46,0.5210,0.2357,0.2066,278.892,0.095,6.708
23.5,0.49,0.5505,0.2250,0.2022,272.926,0.093,6.401
25.3,0.53,0.5779,0.2136,0.1969,265.469,0.091,6.076
27.1,0.57,0.6032,0.2016,0.1908,257.266,0.088,5.734
28.9,0.61,0.6261,0.1891,0.1839,248.318,0.085,5.382
30.7,0.65,0.6463,0.1761,0.1763,237.878,0.081,5.013
32.5,0.69,0.6635,0.1627,0.1680,226.693,0.077,4.631
34.3,0.72,0.6773,0.1489,0.1590,214.762,0.073,4.235
36.1,0.76,0.6869,0.1347,0.1492,201.339,0.069,3.830
37.9,0.80,0.6916,0.1202,0.1389,187.171,0.064,3.421
39.7,0.84,0.6899,0.1054,0.1279,172.257,0.059,2.998
41.5,0.88,0.6802,0.0904,0.1164,156.597,0.054,2.571
43.3,0.91,0.6597,0.0753,0.1043,140.937,0.048,2.144
45.1,0.95,0.6243,0.0602,0.0917,123.786,0.042,1.713
46.9,0.99,0.5670,0.0451,0.0788,105.889,0.036,1.286
48.7,1.03,0.4745,0.0302,0.0655,88.738,0.030,0.859
50.5,1.07,0.3178,0.0155,0.0519,70.096,0.024,0.440
52.3,1.10,0.0128,0.0004,0.0377,50.708,0.017,0.013
