# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2995,0.2233,0.746,0.002,0.173
0.3,0.04,0.0487,0.2967,0.2258,0.746,0.002,0.173
0.5,0.07,0.0954,0.2936,0.2283,0.746,0.002,0.169
0.8,0.11,0.1400,0.2901,0.2305,0.746,0.002,0.169
1.0,0.15,0.1826,0.2861,0.2324,0.746,0.002,0.165
1.3,0.19,0.2232,0.2816,0.2339,0.746,0.002,0.165
1.5,0.22,0.2618,0.2764,0.2349,0.746,0.002,0.160
1.8,0.26,0.2986,0.2706,0.2352,0.746,0.002,0.156
2.0,0.30,0.3336,0.2639,0.2347,0.746,0.002,0.151
2.3,0.33,0.3667,0.2565,0.2334,0.746,0.002,0.147
2.5,0.37,0.3981,0.2483,0.2313,0.746,0.002,0.142
2.8,0.41,0.4276,0.2394,0.2283,0.746,0.002,0.138
3.0,0.44,0.4551,0.2298,0.2247,0.746,0.002,0.133
3.3,0.48,0.4805,0.2196,0.2203,0.746,0.002,0.129
3.5,0.52,0.5036,0.2088,0.2152,0.746,0.002,0.120
3.8,0.56,0.5241,0.1974,0.2095,0.746,0.002,0.116
4.0,0.59,0.5416,0.1855,0.2032,0.746,0.002,0.107
4.3,0.63,0.5559,0.1732,0.1964,0.746,0.002,0.102
4.5,0.67,0.5663,0.1604,0.1890,0.746,0.002,0.093
4.8,0.70,0.5722,0.1471,0.1811,0.746,0.002,0.085
5.0,0.74,0.5730,0.1335,0.1728,0.746,0.002,0.076
5.3,0.78,0.5676,0.1195,0.1639,0.746,0.002,0.071
5.5,0.82,0.5548,0.1052,0.1547,0.746,0.001,0.062
5.8,0.85,0.5330,0.0906,0.1450,0.746,0.001,0.053
6.0,0.89,0.5003,0.0759,0.1349,0.746,0.001,0.044
6.3,0.93,0.4539,0.0610,0.1245,0.746,0.001,0.036
6.5,0.96,0.3903,0.0461,0.1139,0.746,0.001,0.027
6.8,1.00,0.3043,0.0313,0.1029,0.746,0.001,0.018
7.0,1.04,0.1878,0.0166,0.0918,0.000,0.001,0.009
7.3,1.08,0.0265,0.0020,0.0804,0.000,0.001,0.000
