# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3114,0.2017,793.425,0.189,18.082
2.6,0.04,0.0575,0.3091,0.2051,806.102,0.193,17.949
5.2,0.08,0.1122,0.3065,0.2084,819.524,0.196,17.793
7.8,0.11,0.1641,0.3034,0.2116,832.201,0.199,17.615
10.3,0.15,0.2133,0.2998,0.2145,843.387,0.201,17.406
12.9,0.19,0.2598,0.2956,0.2170,853.081,0.204,17.161
15.5,0.23,0.3038,0.2906,0.2190,861.283,0.206,16.877
18.1,0.27,0.3455,0.2849,0.2202,865.758,0.207,16.538
20.7,0.31,0.3849,0.2782,0.2206,867.249,0.207,16.151
23.3,0.34,0.4223,0.2706,0.2200,865.012,0.207,15.711
25.8,0.38,0.4578,0.2620,0.2184,859.046,0.205,15.213
28.4,0.42,0.4914,0.2526,0.2157,848.606,0.203,14.666
31.0,0.46,0.5232,0.2424,0.2121,834.438,0.199,14.074
33.6,0.50,0.5532,0.2315,0.2075,815.796,0.195,13.438
36.2,0.53,0.5813,0.2199,0.2020,794.916,0.190,12.766
38.8,0.57,0.6074,0.2077,0.1957,769.562,0.184,12.059
41.3,0.61,0.6313,0.1949,0.1885,741.226,0.177,11.316
43.9,0.65,0.6528,0.1816,0.1805,709.906,0.169,10.547
46.5,0.69,0.6715,0.1678,0.1717,674.858,0.161,9.746
49.1,0.72,0.6871,0.1536,0.1621,637.573,0.152,8.923
51.7,0.76,0.6989,0.1391,0.1518,597.306,0.143,8.074
54.3,0.80,0.7061,0.1241,0.1408,554.055,0.132,7.206
56.9,0.84,0.7076,0.1089,0.1292,507.822,0.121,6.321
59.4,0.88,0.7015,0.0934,0.1169,460.097,0.110,5.427
62.0,0.92,0.6852,0.0779,0.1040,409.389,0.098,4.519
64.6,0.95,0.6546,0.0622,0.0907,356.445,0.085,3.616
67.2,0.99,0.6023,0.0467,0.0769,302.754,0.072,2.713
69.8,1.03,0.5135,0.0313,0.0628,246.827,0.059,1.819
72.4,1.07,0.3542,0.0160,0.0484,190.153,0.045,0.930
74.9,1.11,0.0105,0.0003,0.0331,130.497,0.031,0.018
