# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3040,0.2000,84.264,0.042,3.981
1.2,0.04,0.0564,0.3014,0.2030,85.755,0.043,3.950
2.4,0.08,0.1100,0.2983,0.2059,86.501,0.044,3.910
3.7,0.11,0.1610,0.2949,0.2086,87.993,0.044,3.861
4.9,0.15,0.2093,0.2909,0.2110,88.738,0.045,3.812
6.1,0.19,0.2551,0.2863,0.2131,89.484,0.045,3.750
7.3,0.23,0.2984,0.2811,0.2145,90.230,0.045,3.683
8.5,0.27,0.3394,0.2750,0.2153,90.975,0.046,3.603
9.8,0.30,0.3783,0.2682,0.2153,90.975,0.046,3.514
11.0,0.34,0.4151,0.2604,0.2144,90.230,0.045,3.412
12.2,0.38,0.4499,0.2519,0.2125,89.484,0.045,3.301
13.4,0.42,0.4827,0.2425,0.2098,88.738,0.044,3.176
14.7,0.46,0.5136,0.2325,0.2062,87.247,0.044,3.047
15.9,0.49,0.5425,0.2218,0.2018,85.010,0.043,2.905
17.1,0.53,0.5692,0.2106,0.1966,82.773,0.042,2.758
18.3,0.57,0.5936,0.1987,0.1906,80.536,0.040,2.602
19.5,0.61,0.6154,0.1864,0.1840,77.553,0.039,2.442
20.8,0.65,0.6344,0.1736,0.1766,74.570,0.037,2.273
22.0,0.68,0.6502,0.1603,0.1685,70.841,0.036,2.100
23.2,0.72,0.6622,0.1467,0.1598,67.113,0.034,1.922
24.4,0.76,0.6698,0.1327,0.1504,63.384,0.032,1.739
25.6,0.80,0.6720,0.1184,0.1404,58.910,0.030,1.552
26.9,0.84,0.6675,0.1038,0.1298,54.436,0.027,1.361
28.1,0.87,0.6544,0.0890,0.1187,49.962,0.025,1.165
29.3,0.91,0.6301,0.0741,0.1071,45.488,0.023,0.970
30.5,0.95,0.5906,0.0591,0.0950,40.268,0.020,0.774
31.8,0.99,0.5291,0.0443,0.0826,35.048,0.018,0.578
33.0,1.02,0.4340,0.0296,0.0699,29.828,0.015,0.387
34.2,1.06,0.2809,0.0150,0.0569,23.862,0.012,0.196
35.4,1.10,0.0067,0.0003,0.0433,17.897,0.009,0.004
