# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3038,0.2003,71.587,0.038,3.572
1.2,0.04,0.0582,0.3010,0.2034,73.079,0.039,3.541
2.4,0.08,0.1135,0.2978,0.2064,73.824,0.039,3.501
3.6,0.12,0.1660,0.2942,0.2092,75.316,0.040,3.461
4.8,0.16,0.2156,0.2900,0.2117,76.061,0.040,3.407
6.0,0.20,0.2626,0.2851,0.2137,76.807,0.041,3.354
7.2,0.24,0.3069,0.2795,0.2150,76.807,0.041,3.287
8.4,0.28,0.3488,0.2730,0.2156,77.553,0.041,3.212
9.6,0.31,0.3884,0.2657,0.2153,76.807,0.041,3.123
10.8,0.35,0.4258,0.2573,0.2141,76.807,0.041,3.025
12.0,0.39,0.4611,0.2482,0.2118,76.061,0.040,2.918
13.2,0.43,0.4943,0.2382,0.2086,74.570,0.040,2.802
14.4,0.47,0.5254,0.2275,0.2045,73.079,0.039,2.673
15.6,0.51,0.5542,0.2162,0.1996,71.587,0.038,2.540
16.8,0.55,0.5806,0.2042,0.1938,69.350,0.037,2.402
18.0,0.59,0.6043,0.1917,0.1872,67.113,0.036,2.255
19.2,0.63,0.6252,0.1786,0.1799,64.130,0.034,2.100
20.4,0.67,0.6427,0.1651,0.1718,61.893,0.033,1.939
21.6,0.71,0.6564,0.1511,0.1630,58.165,0.031,1.775
22.8,0.75,0.6655,0.1367,0.1536,55.182,0.029,1.606
24.0,0.79,0.6692,0.1219,0.1434,51.453,0.027,1.432
25.2,0.83,0.6659,0.1069,0.1326,47.725,0.025,1.259
26.4,0.87,0.6539,0.0916,0.1213,43.251,0.023,1.076
27.6,0.91,0.6304,0.0762,0.1094,39.522,0.021,0.894
28.8,0.94,0.5911,0.0607,0.0970,35.048,0.018,0.712
30.0,0.98,0.5293,0.0453,0.0842,29.828,0.016,0.534
31.2,1.02,0.4327,0.0301,0.0711,25.354,0.014,0.351
32.4,1.06,0.2758,0.0150,0.0577,20.880,0.011,0.178
