# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3092,0.2000,526.464,0.144,13.745
2.3,0.04,0.0575,0.3068,0.2032,535.413,0.146,13.638
4.5,0.08,0.1122,0.3040,0.2064,543.615,0.148,13.514
6.8,0.11,0.1641,0.3008,0.2095,551.818,0.151,13.371
9.0,0.15,0.2133,0.2971,0.2123,559.275,0.153,13.207
11.3,0.19,0.2598,0.2927,0.2146,565.241,0.154,13.015
13.5,0.23,0.3038,0.2877,0.2165,570.460,0.156,12.789
15.8,0.27,0.3455,0.2818,0.2176,573.443,0.156,12.531
18.1,0.30,0.3849,0.2751,0.2178,574.189,0.157,12.228
20.3,0.34,0.4223,0.2674,0.2171,571.952,0.156,11.886
22.6,0.38,0.4577,0.2588,0.2154,567.478,0.155,11.508
24.8,0.42,0.4913,0.2494,0.2128,560.766,0.153,11.089
27.1,0.46,0.5230,0.2393,0.2092,551.072,0.150,10.636
29.4,0.50,0.5528,0.2284,0.2047,539.141,0.147,10.155
31.6,0.53,0.5806,0.2169,0.1993,524.973,0.143,9.644
33.9,0.57,0.6064,0.2048,0.1931,508.567,0.139,9.106
36.1,0.61,0.6299,0.1922,0.1860,489.925,0.134,8.545
38.4,0.65,0.6509,0.1791,0.1782,469.791,0.128,7.962
40.6,0.69,0.6691,0.1655,0.1696,446.674,0.122,7.357
42.9,0.72,0.6840,0.1515,0.1603,422.066,0.115,6.735
45.2,0.76,0.6949,0.1371,0.1503,395.967,0.108,6.094
47.4,0.80,0.7012,0.1223,0.1396,367.630,0.100,5.440
49.7,0.84,0.7014,0.1073,0.1283,337.802,0.092,4.773
51.9,0.88,0.6939,0.0921,0.1163,306.483,0.084,4.097
54.2,0.91,0.6761,0.0768,0.1038,273.672,0.075,3.412
56.5,0.95,0.6437,0.0614,0.0909,239.370,0.065,2.731
58.7,0.99,0.5896,0.0461,0.0775,204.322,0.056,2.051
61.0,1.03,0.4998,0.0310,0.0638,167.782,0.046,1.379
63.2,1.07,0.3426,0.0160,0.0498,131.243,0.036,0.712
65.5,1.10,0.0189,0.0006,0.0350,91.721,0.025,0.027
