# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3063,0.1988,240.115,0.085,8.105
1.8,0.04,0.0587,0.3037,0.2020,244.590,0.086,8.033
3.6,0.08,0.1144,0.3007,0.2051,248.318,0.088,7.953
5.4,0.12,0.1672,0.2972,0.2081,251.301,0.089,7.860
7.1,0.16,0.2172,0.2932,0.2107,255.029,0.090,7.753
8.9,0.20,0.2644,0.2885,0.2129,257.266,0.091,7.633
10.7,0.23,0.3090,0.2831,0.2145,259.504,0.092,7.486
12.5,0.27,0.3512,0.2768,0.2153,260.249,0.092,7.322
14.3,0.31,0.3911,0.2696,0.2152,260.249,0.092,7.130
16.1,0.35,0.4288,0.2615,0.2142,258.758,0.092,6.917
17.8,0.39,0.4644,0.2525,0.2121,256.521,0.091,6.681
19.6,0.43,0.4981,0.2426,0.2091,252.792,0.089,6.419
21.4,0.47,0.5297,0.2321,0.2052,248.318,0.088,6.139
23.2,0.51,0.5592,0.2208,0.2003,242.352,0.086,5.841
25.0,0.55,0.5865,0.2090,0.1946,235.641,0.083,5.529
26.8,0.59,0.6114,0.1965,0.1881,227.438,0.080,5.200
28.5,0.62,0.6338,0.1835,0.1808,218.490,0.077,4.853
30.3,0.66,0.6532,0.1700,0.1727,208.796,0.074,4.497
32.1,0.70,0.6692,0.1561,0.1639,198.356,0.070,4.128
33.9,0.74,0.6812,0.1418,0.1543,186.425,0.066,3.750
35.7,0.78,0.6884,0.1271,0.1441,174.494,0.062,3.363
37.5,0.82,0.6897,0.1121,0.1331,161.071,0.057,2.967
39.2,0.86,0.6834,0.0968,0.1216,146.903,0.052,2.562
41.0,0.90,0.6672,0.0814,0.1095,132.735,0.047,2.153
42.8,0.94,0.6373,0.0659,0.0968,117.075,0.041,1.744
44.6,0.98,0.5876,0.0505,0.0838,101.415,0.036,1.334
46.4,1.01,0.5072,0.0352,0.0704,85.010,0.030,0.930
48.2,1.05,0.3729,0.0200,0.0566,68.604,0.024,0.529
