# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3101,0.2005,624.151,0.161,15.404
2.4,0.04,0.0575,0.3077,0.2039,634.591,0.164,15.289
4.8,0.08,0.1123,0.3050,0.2071,645.030,0.166,15.151
7.2,0.11,0.1642,0.3018,0.2102,653.979,0.169,14.995
9.6,0.15,0.2134,0.2981,0.2131,662.927,0.171,14.813
11.9,0.19,0.2599,0.2938,0.2155,670.384,0.173,14.599
14.3,0.23,0.3039,0.2888,0.2174,676.350,0.175,14.350
16.7,0.27,0.3456,0.2830,0.2185,680.078,0.176,14.061
19.1,0.30,0.3850,0.2763,0.2188,680.824,0.176,13.723
21.5,0.34,0.4224,0.2686,0.2182,679.333,0.175,13.345
23.9,0.38,0.4579,0.2600,0.2165,674.113,0.174,12.918
26.3,0.42,0.4915,0.2506,0.2138,665.910,0.172,12.451
28.7,0.46,0.5232,0.2404,0.2102,653.979,0.169,11.943
31.1,0.50,0.5531,0.2296,0.2057,640.556,0.165,11.405
33.4,0.53,0.5811,0.2180,0.2003,623.405,0.161,10.831
35.8,0.57,0.6069,0.2059,0.1940,604.017,0.156,10.231
38.2,0.61,0.6306,0.1932,0.1869,581.646,0.150,9.599
40.6,0.65,0.6518,0.1800,0.1790,557.038,0.144,8.945
43.0,0.69,0.6702,0.1664,0.1703,530.193,0.137,8.265
45.4,0.72,0.6854,0.1523,0.1609,501.110,0.129,7.566
47.8,0.76,0.6967,0.1378,0.1508,469.791,0.121,6.846
50.2,0.80,0.7033,0.1230,0.1400,435.489,0.113,6.112
52.5,0.84,0.7040,0.1079,0.1286,400.441,0.103,5.360
54.9,0.88,0.6971,0.0926,0.1165,362.410,0.094,4.599
57.3,0.91,0.6799,0.0772,0.1039,323.634,0.083,3.834
59.7,0.95,0.6483,0.0617,0.0907,282.620,0.073,3.065
62.1,0.99,0.5949,0.0463,0.0772,240.115,0.062,2.304
64.5,1.03,0.5055,0.0311,0.0634,196.865,0.051,1.548
66.9,1.07,0.3474,0.0160,0.0492,152.868,0.040,0.796
69.3,1.11,0.0160,0.0005,0.0342,106.635,0.027,0.027
