# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3035,0.2008,60.402,0.034,3.185
1.1,0.04,0.0572,0.3008,0.2038,61.893,0.035,3.154
2.2,0.08,0.1116,0.2976,0.2067,62.639,0.035,3.123
3.3,0.12,0.1632,0.2941,0.2095,63.384,0.035,3.083
4.5,0.16,0.2122,0.2899,0.2119,64.130,0.036,3.043
5.6,0.19,0.2585,0.2852,0.2139,64.876,0.036,2.989
6.7,0.23,0.3022,0.2797,0.2153,64.876,0.036,2.931
7.8,0.27,0.3436,0.2734,0.2159,64.876,0.037,2.869
8.9,0.31,0.3828,0.2663,0.2157,64.876,0.037,2.793
10.0,0.35,0.4198,0.2582,0.2145,64.876,0.036,2.709
11.2,0.39,0.4548,0.2493,0.2124,64.130,0.036,2.616
12.3,0.43,0.4878,0.2396,0.2094,63.384,0.035,2.513
13.4,0.47,0.5186,0.2292,0.2056,61.893,0.035,2.402
14.5,0.50,0.5473,0.2181,0.2008,60.402,0.034,2.286
15.6,0.54,0.5737,0.2065,0.1953,58.910,0.033,2.166
16.7,0.58,0.5976,0.1942,0.1890,57.419,0.032,2.037
17.9,0.62,0.6186,0.1815,0.1820,55.182,0.031,1.904
19.0,0.66,0.6365,0.1683,0.1742,52.945,0.029,1.766
20.1,0.70,0.6508,0.1546,0.1657,49.962,0.028,1.624
21.2,0.74,0.6609,0.1405,0.1566,46.979,0.027,1.472
22.3,0.78,0.6657,0.1261,0.1469,43.996,0.025,1.321
23.4,0.81,0.6644,0.1114,0.1365,41.013,0.023,1.170
24.5,0.85,0.6550,0.0964,0.1255,38.031,0.021,1.010
25.7,0.89,0.6354,0.0812,0.1140,34.302,0.019,0.854
26.8,0.93,0.6021,0.0660,0.1020,30.574,0.017,0.694
27.9,0.97,0.5496,0.0508,0.0896,26.845,0.015,0.534
29.0,1.01,0.4687,0.0357,0.0768,23.117,0.013,0.374
30.1,1.05,0.3416,0.0208,0.0638,19.388,0.011,0.218
