# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3073,0.1990,330.345,0.105,10.040
1.9,0.04,0.0574,0.3048,0.2022,335.565,0.107,9.955
3.9,0.08,0.1121,0.3019,0.2053,340.785,0.108,9.862
5.8,0.11,0.1639,0.2986,0.2082,345.259,0.110,9.751
7.7,0.15,0.2131,0.2948,0.2109,349.733,0.111,9.626
9.7,0.19,0.2595,0.2903,0.2131,353.462,0.113,9.484
11.6,0.23,0.3035,0.2852,0.2148,356.445,0.113,9.315
13.5,0.27,0.3451,0.2792,0.2158,357.936,0.114,9.119
15.5,0.30,0.3845,0.2724,0.2160,358.682,0.114,8.896
17.4,0.34,0.4218,0.2647,0.2152,357.190,0.114,8.643
19.4,0.38,0.4572,0.2561,0.2134,354.207,0.113,8.363
21.3,0.42,0.4906,0.2467,0.2107,349.733,0.111,8.056
23.2,0.46,0.5222,0.2365,0.2071,343.768,0.109,7.727
25.2,0.50,0.5518,0.2257,0.2027,336.311,0.107,7.371
27.1,0.53,0.5793,0.2143,0.1973,327.362,0.104,6.997
29.0,0.57,0.6047,0.2023,0.1912,316.922,0.101,6.606
31.0,0.61,0.6278,0.1897,0.1843,305.737,0.097,6.196
32.9,0.65,0.6482,0.1767,0.1766,293.060,0.093,5.769
34.8,0.69,0.6657,0.1632,0.1682,278.892,0.089,5.329
36.8,0.72,0.6798,0.1493,0.1590,263.978,0.084,4.875
38.7,0.76,0.6897,0.1350,0.1492,247.572,0.079,4.408
40.7,0.80,0.6947,0.1204,0.1387,230.421,0.073,3.932
42.6,0.84,0.6935,0.1056,0.1277,211.779,0.067,3.447
44.5,0.88,0.6842,0.0905,0.1160,192.391,0.061,2.958
46.5,0.91,0.6643,0.0753,0.1037,172.257,0.055,2.460
48.4,0.95,0.6293,0.0601,0.0911,151.377,0.048,1.966
50.3,0.99,0.5722,0.0450,0.0780,129.006,0.041,1.472
52.3,1.03,0.4793,0.0301,0.0646,107.381,0.034,0.983
54.2,1.07,0.3199,0.0152,0.0509,84.264,0.027,0.498
56.1,1.11,0.0019,0.0001,0.0364,60.402,0.019,0.000
