# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3025,0.2033,27.591,0.020,1.855
0.8,0.04,0.0550,0.2998,0.2062,27.591,0.020,1.837
1.7,0.08,0.1074,0.2967,0.2090,28.337,0.021,1.819
2.5,0.11,0.1572,0.2932,0.2116,28.337,0.021,1.797
3.3,0.15,0.2045,0.2892,0.2139,29.082,0.021,1.775
4.2,0.19,0.2493,0.2846,0.2158,29.082,0.021,1.744
5.0,0.23,0.2918,0.2794,0.2172,29.082,0.022,1.713
5.8,0.26,0.3321,0.2733,0.2179,29.082,0.022,1.677
6.7,0.30,0.3702,0.2665,0.2177,29.082,0.022,1.632
7.5,0.34,0.4064,0.2588,0.2167,29.082,0.021,1.588
8.3,0.38,0.4406,0.2503,0.2148,29.082,0.021,1.535
9.2,0.42,0.4728,0.2410,0.2120,28.337,0.021,1.477
10.0,0.45,0.5030,0.2311,0.2084,28.337,0.021,1.419
10.8,0.49,0.5312,0.2205,0.2040,27.591,0.020,1.352
11.7,0.53,0.5571,0.2093,0.1989,26.845,0.020,1.286
12.5,0.57,0.5806,0.1976,0.1930,26.099,0.019,1.210
13.3,0.60,0.6015,0.1854,0.1865,25.354,0.019,1.139
14.1,0.64,0.6194,0.1727,0.1792,23.862,0.018,1.059
15.0,0.68,0.6338,0.1596,0.1713,23.117,0.017,0.979
15.8,0.72,0.6443,0.1460,0.1628,21.625,0.016,0.894
16.6,0.76,0.6501,0.1321,0.1537,20.880,0.015,0.810
17.5,0.79,0.6502,0.1179,0.1440,19.388,0.014,0.725
18.3,0.83,0.6432,0.1034,0.1338,17.897,0.013,0.636
19.1,0.87,0.6274,0.0887,0.1230,16.405,0.012,0.543
20.0,0.91,0.6002,0.0739,0.1117,14.914,0.011,0.454
20.8,0.95,0.5577,0.0590,0.1001,13.423,0.010,0.360
21.6,0.98,0.4939,0.0442,0.0881,11.931,0.009,0.271
22.5,1.02,0.3987,0.0296,0.0757,10.440,0.007,0.182
23.3,1.06,0.2525,0.0151,0.0632,8.203,0.006,0.093
24.1,1.10,0.0094,0.0004,0.0501,6.711,0.005,0.004
