# V, J, eta_p, CT, CP, P, Q, T
7.9,0.11,0.1641,0.3040,0.2121,898.568,0.209,18.540
10.6,0.15,0.2132,0.3004,0.2151,910.500,0.212,18.322
13.2,0.19,0.2597,0.2962,0.2176,921.685,0.215,18.069
15.9,0.23,0.3037,0.2913,0.2196,929.888,0.217,17.771
18.5,0.27,0.3453,0.2855,0.2209,935.108,0.218,17.419
21.2,0.31,0.3848,0.2789,0.2213,937.345,0.218,17.014
23.8,0.34,0.4222,0.2713,0.2207,934.362,0.218,16.547
26.5,0.38,0.4576,0.2627,0.2191,927.651,0.216,16.027
29.1,0.42,0.4913,0.2533,0.2164,916.465,0.214,15.453
31.8,0.46,0.5231,0.2431,0.2128,901.551,0.210,14.830
34.4,0.50,0.5531,0.2321,0.2082,882.163,0.205,14.163
37.1,0.53,0.5813,0.2205,0.2027,858.301,0.200,13.456
39.7,0.57,0.6074,0.2083,0.1963,831.455,0.194,12.709
42.4,0.61,0.6314,0.1955,0.1891,800.882,0.187,11.926
45.0,0.65,0.6530,0.1822,0.1810,766.579,0.179,11.116
47.7,0.69,0.6718,0.1684,0.1722,729.294,0.170,10.271
50.3,0.73,0.6876,0.1542,0.1626,688.281,0.160,9.404
53.0,0.76,0.6996,0.1395,0.1522,644.285,0.150,8.509
55.6,0.80,0.7070,0.1245,0.1412,598.051,0.139,7.598
58.3,0.84,0.7086,0.1093,0.1294,548.089,0.128,6.663
60.9,0.88,0.7028,0.0938,0.1171,495.890,0.115,5.720
63.6,0.92,0.6869,0.0781,0.1042,441.454,0.103,4.764
66.2,0.95,0.6566,0.0624,0.0907,384.035,0.089,3.808
68.9,0.99,0.6047,0.0469,0.0769,325.871,0.076,2.860
71.5,1.03,0.5162,0.0314,0.0627,265.469,0.062,1.917
74.2,1.07,0.3565,0.0161,0.0482,204.322,0.048,0.979
76.8,1.11,0.0087,0.0003,0.0328,138.700,0.032,0.018
