# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3057,0.1989,190.899,0.073,6.935
1.6,0.04,0.0581,0.3030,0.2020,193.882,0.074,6.873
3.3,0.08,0.1133,0.3000,0.2051,196.865,0.075,6.806
4.9,0.12,0.1657,0.2965,0.2079,199.848,0.076,6.726
6.6,0.15,0.2153,0.2925,0.2105,202.085,0.077,6.637
8.2,0.19,0.2622,0.2879,0.2127,204.322,0.078,6.530
9.8,0.23,0.3065,0.2825,0.2142,205.813,0.079,6.405
11.5,0.27,0.3484,0.2763,0.2150,206.559,0.079,6.268
13.1,0.31,0.3880,0.2692,0.2150,206.559,0.079,6.107
14.8,0.35,0.4255,0.2612,0.2140,205.067,0.079,5.925
16.4,0.39,0.4610,0.2523,0.2120,203.576,0.078,5.720
18.0,0.43,0.4945,0.2426,0.2090,200.593,0.077,5.502
19.7,0.46,0.5259,0.2322,0.2052,196.865,0.075,5.267
21.3,0.50,0.5553,0.2211,0.2005,192.391,0.074,5.013
23.0,0.54,0.5825,0.2094,0.1949,187.171,0.072,4.751
24.6,0.58,0.6073,0.1971,0.1886,181.205,0.069,4.470
26.2,0.62,0.6295,0.1843,0.1814,174.494,0.067,4.181
27.9,0.66,0.6489,0.1710,0.1735,166.291,0.064,3.879
29.5,0.70,0.6649,0.1573,0.1649,158.088,0.060,3.567
31.2,0.74,0.6770,0.1431,0.1556,149.140,0.057,3.247
32.8,0.77,0.6844,0.1286,0.1456,139.446,0.053,2.918
34.4,0.81,0.6860,0.1138,0.1349,129.752,0.049,2.580
36.1,0.85,0.6804,0.0987,0.1237,118.566,0.045,2.237
37.7,0.89,0.6652,0.0835,0.1118,107.381,0.041,1.895
39.4,0.93,0.6372,0.0682,0.0994,95.450,0.036,1.548
41.0,0.97,0.5908,0.0529,0.0867,83.518,0.032,1.201
42.6,1.01,0.5166,0.0377,0.0735,70.841,0.027,0.854
44.3,1.05,0.3955,0.0227,0.0600,57.419,0.022,0.516
