# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3030,0.2019,41.759,0.027,2.473
1.0,0.04,0.0575,0.3002,0.2049,42.505,0.027,2.451
2.0,0.08,0.1121,0.2970,0.2078,43.251,0.027,2.424
3.0,0.12,0.1639,0.2934,0.2106,43.996,0.028,2.398
4.0,0.16,0.2130,0.2892,0.2129,43.996,0.028,2.362
5.0,0.20,0.2594,0.2843,0.2149,44.742,0.028,2.322
6.0,0.24,0.3033,0.2787,0.2162,44.742,0.029,2.277
7.0,0.27,0.3448,0.2723,0.2167,44.742,0.029,2.224
8.0,0.31,0.3841,0.2649,0.2164,44.742,0.029,2.162
9.0,0.35,0.4211,0.2567,0.2151,44.742,0.028,2.095
10.0,0.39,0.4561,0.2475,0.2128,43.996,0.028,2.019
11.0,0.43,0.4890,0.2377,0.2097,43.251,0.028,1.939
12.0,0.47,0.5197,0.2270,0.2056,42.505,0.027,1.855
13.0,0.51,0.5481,0.2158,0.2007,41.759,0.027,1.761
13.9,0.55,0.5742,0.2039,0.1950,40.268,0.026,1.664
14.9,0.59,0.5975,0.1914,0.1885,38.776,0.025,1.561
15.9,0.63,0.6179,0.1785,0.1812,37.285,0.024,1.459
16.9,0.67,0.6348,0.1650,0.1733,35.794,0.023,1.348
17.9,0.71,0.6479,0.1511,0.1646,34.302,0.022,1.232
18.9,0.75,0.6563,0.1368,0.1553,32.065,0.021,1.117
19.9,0.78,0.6591,0.1221,0.1454,29.828,0.019,0.996
20.9,0.82,0.6549,0.1072,0.1348,27.591,0.018,0.876
21.9,0.86,0.6419,0.0920,0.1236,25.354,0.016,0.752
22.9,0.90,0.6174,0.0766,0.1119,23.117,0.015,0.627
23.9,0.94,0.5774,0.0612,0.0998,20.880,0.013,0.498
24.9,0.98,0.5155,0.0459,0.0872,17.897,0.012,0.374
25.9,1.02,0.4205,0.0307,0.0743,15.660,0.010,0.249
26.9,1.06,0.2702,0.0156,0.0612,12.677,0.008,0.129
