# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3077,0.1991,364.647,0.112,10.729
2.0,0.04,0.0585,0.3051,0.2024,370.613,0.114,10.640
4.1,0.08,0.1140,0.3022,0.2056,376.578,0.116,10.538
6.1,0.12,0.1667,0.2988,0.2086,381.798,0.118,10.422
8.1,0.16,0.2165,0.2949,0.2113,387.018,0.119,10.284
10.2,0.19,0.2636,0.2904,0.2135,390.747,0.120,10.124
12.2,0.23,0.3082,0.2851,0.2152,393.730,0.121,9.942
14.2,0.27,0.3502,0.2789,0.2162,395.967,0.122,9.728
16.3,0.31,0.3901,0.2719,0.2162,395.967,0.122,9.479
18.3,0.35,0.4278,0.2639,0.2153,394.475,0.121,9.203
20.4,0.39,0.4634,0.2550,0.2134,390.747,0.120,8.892
22.4,0.43,0.4971,0.2453,0.2105,385.527,0.119,8.554
24.4,0.47,0.5289,0.2348,0.2066,378.070,0.116,8.189
26.5,0.50,0.5586,0.2236,0.2018,369.121,0.114,7.798
28.5,0.54,0.5862,0.2119,0.1962,359.427,0.111,7.388
30.5,0.58,0.6115,0.1995,0.1897,347.496,0.107,6.957
32.6,0.62,0.6344,0.1865,0.1824,334.074,0.103,6.508
34.6,0.66,0.6545,0.1731,0.1744,319.160,0.098,6.036
36.6,0.70,0.6714,0.1592,0.1656,302.754,0.093,5.556
38.7,0.74,0.6846,0.1450,0.1560,285.603,0.088,5.053
40.7,0.78,0.6934,0.1303,0.1457,266.961,0.082,4.546
42.7,0.81,0.6966,0.1153,0.1348,246.827,0.076,4.021
44.8,0.85,0.6928,0.1001,0.1232,225.947,0.069,3.492
46.8,0.89,0.6799,0.0847,0.1111,203.576,0.063,2.954
48.9,0.93,0.6544,0.0692,0.0984,180.459,0.055,2.411
50.9,0.97,0.6108,0.0537,0.0852,155.851,0.048,1.873
52.9,1.01,0.5393,0.0384,0.0717,131.243,0.040,1.339
55.0,1.05,0.4194,0.0232,0.0579,105.889,0.033,0.810
