# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3021,0.2053,17.151,0.015,1.326
0.7,0.04,0.0561,0.2992,0.2083,17.151,0.015,1.312
1.5,0.08,0.1094,0.2960,0.2111,17.151,0.015,1.299
2.2,0.12,0.1602,0.2923,0.2137,17.151,0.015,1.286
2.9,0.16,0.2082,0.2881,0.2160,17.897,0.015,1.263
3.6,0.20,0.2537,0.2833,0.2179,17.897,0.015,1.246
4.4,0.23,0.2968,0.2777,0.2191,17.897,0.016,1.219
5.1,0.27,0.3376,0.2713,0.2195,17.897,0.016,1.192
5.8,0.31,0.3761,0.2640,0.2191,17.897,0.016,1.161
6.5,0.35,0.4126,0.2558,0.2178,17.897,0.015,1.121
7.3,0.39,0.4470,0.2468,0.2155,17.897,0.015,1.085
8.0,0.43,0.4792,0.2370,0.2123,17.151,0.015,1.041
8.7,0.47,0.5093,0.2264,0.2082,17.151,0.015,0.996
9.5,0.51,0.5371,0.2153,0.2034,16.405,0.014,0.947
10.2,0.55,0.5624,0.2035,0.1977,16.405,0.014,0.894
10.9,0.59,0.5850,0.1912,0.1913,15.660,0.014,0.841
11.6,0.62,0.6045,0.1783,0.1842,14.914,0.013,0.783
12.4,0.66,0.6204,0.1649,0.1764,14.168,0.013,0.725
13.1,0.70,0.6323,0.1511,0.1679,13.423,0.012,0.663
13.8,0.74,0.6394,0.1369,0.1588,12.677,0.011,0.601
14.5,0.78,0.6407,0.1224,0.1491,11.931,0.011,0.538
15.3,0.82,0.6348,0.1075,0.1388,11.185,0.010,0.472
16.0,0.86,0.6200,0.0924,0.1279,10.440,0.009,0.405
16.7,0.90,0.5936,0.0771,0.1166,9.694,0.008,0.338
17.4,0.94,0.5519,0.0617,0.1047,8.203,0.007,0.271
18.2,0.98,0.4891,0.0464,0.0925,7.457,0.007,0.205
18.9,1.01,0.3957,0.0312,0.0800,6.711,0.006,0.138
19.6,1.05,0.2534,0.0162,0.0672,5.220,0.005,0.071
