# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3084,0.1995,440.709,0.127,12.188
2.1,0.04,0.0575,0.3060,0.2027,447.420,0.130,12.090
4.3,0.08,0.1122,0.3031,0.2059,454.877,0.132,11.979
6.4,0.11,0.1641,0.2999,0.2089,461.588,0.133,11.850
8.5,0.15,0.2133,0.2961,0.2116,467.554,0.135,11.703
10.6,0.19,0.2598,0.2917,0.2139,472.774,0.137,11.530
12.8,0.23,0.3038,0.2866,0.2157,476.502,0.138,11.330
14.9,0.27,0.3455,0.2807,0.2168,478.739,0.139,11.094
17.0,0.30,0.3849,0.2740,0.2170,479.485,0.139,10.827
19.2,0.34,0.4223,0.2662,0.2162,477.248,0.138,10.520
21.3,0.38,0.4577,0.2577,0.2145,473.519,0.137,10.182
23.4,0.42,0.4912,0.2483,0.2119,467.554,0.135,9.813
25.6,0.46,0.5228,0.2381,0.2083,460.097,0.133,9.408
27.7,0.50,0.5525,0.2273,0.2038,449.657,0.130,8.981
29.8,0.53,0.5803,0.2158,0.1984,438.472,0.127,8.527
31.9,0.57,0.6059,0.2037,0.1922,424.303,0.123,8.051
34.1,0.61,0.6292,0.1912,0.1852,408.644,0.118,7.553
36.2,0.65,0.6500,0.1781,0.1774,391.492,0.113,7.037
38.3,0.69,0.6679,0.1645,0.1689,372.850,0.108,6.503
40.5,0.72,0.6825,0.1505,0.1597,352.716,0.102,5.952
42.6,0.76,0.6931,0.1362,0.1498,331.091,0.096,5.382
44.7,0.80,0.6988,0.1215,0.1392,307.228,0.089,4.804
46.8,0.84,0.6985,0.1066,0.1279,282.620,0.082,4.212
49.0,0.88,0.6903,0.0915,0.1161,256.521,0.074,3.612
51.1,0.91,0.6716,0.0762,0.1037,228.930,0.066,3.011
53.2,0.95,0.6382,0.0609,0.0909,200.593,0.058,2.406
55.4,0.99,0.5829,0.0457,0.0776,171.511,0.050,1.806
57.5,1.03,0.4918,0.0306,0.0640,141.683,0.041,1.210
59.6,1.07,0.3336,0.0157,0.0501,110.364,0.032,0.618
61.7,1.10,0.0119,0.0004,0.0355,78.298,0.023,0.013
