# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3046,0.1994,113.346,0.052,4.875
1.4,0.04,0.0567,0.3019,0.2024,114.838,0.052,4.831
2.7,0.08,0.1106,0.2989,0.2054,117.075,0.053,4.782
4.1,0.11,0.1618,0.2954,0.2082,118.566,0.054,4.728
5.4,0.15,0.2104,0.2915,0.2106,120.058,0.054,4.666
6.8,0.19,0.2563,0.2869,0.2127,120.803,0.055,4.591
8.1,0.23,0.2998,0.2817,0.2142,121.549,0.055,4.510
9.5,0.27,0.3410,0.2757,0.2150,122.295,0.056,4.413
10.8,0.30,0.3800,0.2688,0.2150,122.295,0.056,4.301
12.2,0.34,0.4170,0.2611,0.2141,121.549,0.055,4.177
13.5,0.38,0.4519,0.2525,0.2123,120.803,0.055,4.039
14.9,0.42,0.4849,0.2431,0.2096,119.312,0.054,3.892
16.2,0.46,0.5160,0.2331,0.2060,117.075,0.053,3.732
17.6,0.49,0.5450,0.2224,0.2016,114.838,0.052,3.559
18.9,0.53,0.5719,0.2111,0.1963,111.855,0.051,3.376
20.3,0.57,0.5965,0.1992,0.1903,108.126,0.049,3.189
21.6,0.61,0.6186,0.1868,0.1836,104.398,0.048,2.989
23.0,0.65,0.6379,0.1740,0.1762,99.924,0.046,2.785
24.3,0.68,0.6541,0.1607,0.1680,95.450,0.043,2.571
25.7,0.72,0.6665,0.1470,0.1592,90.975,0.041,2.353
27.0,0.76,0.6746,0.1330,0.1498,85.010,0.039,2.126
28.4,0.80,0.6773,0.1186,0.1397,79.790,0.036,1.899
29.7,0.84,0.6735,0.1040,0.1291,73.079,0.033,1.664
31.1,0.87,0.6612,0.0891,0.1178,67.113,0.031,1.428
32.4,0.91,0.6377,0.0742,0.1061,60.402,0.027,1.188
33.8,0.95,0.5990,0.0592,0.0939,53.690,0.024,0.947
35.1,0.99,0.5383,0.0443,0.0814,46.233,0.021,0.712
36.5,1.03,0.4434,0.0296,0.0685,38.776,0.018,0.476
37.8,1.06,0.2885,0.0150,0.0554,31.319,0.014,0.240
39.2,1.10,0.0051,0.0002,0.0416,23.862,0.011,0.004
