# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.2987,0.2304,0.746,0.001,0.098
0.2,0.04,0.0467,0.2959,0.2328,0.746,0.001,0.098
0.4,0.07,0.0916,0.2928,0.2351,0.746,0.001,0.093
0.6,0.11,0.1346,0.2893,0.2372,0.746,0.001,0.093
0.7,0.15,0.1756,0.2854,0.2390,0.746,0.001,0.093
0.9,0.18,0.2149,0.2809,0.2404,0.746,0.001,0.093
1.1,0.22,0.2522,0.2758,0.2413,0.746,0.001,0.089
1.3,0.26,0.2879,0.2700,0.2415,0.746,0.001,0.089
1.5,0.29,0.3217,0.2634,0.2409,0.746,0.001,0.085
1.7,0.33,0.3539,0.2561,0.2396,0.746,0.001,0.085
1.9,0.37,0.3844,0.2480,0.2374,0.746,0.001,0.080
2.1,0.40,0.4130,0.2393,0.2344,0.746,0.001,0.080
2.2,0.44,0.4397,0.2298,0.2307,0.746,0.001,0.076
2.4,0.48,0.4643,0.2197,0.2263,0.746,0.001,0.071
2.6,0.51,0.4866,0.2090,0.2212,0.000,0.001,0.067
2.8,0.55,0.5063,0.1978,0.2156,0.000,0.001,0.067
3.0,0.59,0.5230,0.1861,0.2094,0.000,0.001,0.062
3.2,0.63,0.5364,0.1739,0.2027,0.000,0.001,0.058
3.4,0.66,0.5460,0.1612,0.1955,0.000,0.001,0.053
3.5,0.70,0.5510,0.1481,0.1878,0.000,0.001,0.049
3.7,0.74,0.5509,0.1345,0.1796,0.000,0.001,0.044
3.9,0.77,0.5447,0.1206,0.1711,0.000,0.001,0.040
4.1,0.81,0.5311,0.1064,0.1621,0.000,0.001,0.036
4.3,0.85,0.5089,0.0919,0.1528,0.000,0.001,0.031
4.5,0.88,0.4762,0.0772,0.1431,0.000,0.001,0.027
4.7,0.92,0.4306,0.0623,0.1331,0.000,0.001,0.022
4.9,0.96,0.3693,0.0474,0.1228,0.000,0.001,0.013
5.0,0.99,0.2880,0.0326,0.1124,0.000,0.001,0.009
5.2,1.03,0.1807,0.0178,0.1017,0.000,0.001,0.004
5.4,1.07,0.0374,0.0032,0.0908,0.000,0.000,0.000
