# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3081,0.1993,401.187,0.120,11.450
2.1,0.04,0.0593,0.3055,0.2026,407.898,0.122,11.352
4.3,0.08,0.1156,0.3025,0.2059,414.609,0.124,11.241
6.4,0.12,0.1690,0.2991,0.2089,420.575,0.126,11.116
8.5,0.16,0.2194,0.2951,0.2117,426.540,0.127,10.965
10.7,0.20,0.2671,0.2905,0.2140,431.015,0.129,10.796
12.8,0.24,0.3120,0.2850,0.2156,433.997,0.130,10.591
14.9,0.28,0.3545,0.2788,0.2165,436.234,0.130,10.360
17.1,0.31,0.3947,0.2715,0.2165,436.234,0.130,10.089
19.2,0.35,0.4327,0.2633,0.2154,433.997,0.129,9.782
21.3,0.39,0.4686,0.2541,0.2134,429.523,0.128,9.444
23.5,0.43,0.5025,0.2442,0.2103,423.558,0.126,9.074
25.6,0.47,0.5344,0.2334,0.2062,415.355,0.124,8.674
27.7,0.51,0.5643,0.2220,0.2012,404.915,0.121,8.247
29.8,0.55,0.5919,0.2099,0.1953,392.984,0.117,7.798
32.0,0.59,0.6172,0.1972,0.1885,379.561,0.113,7.326
34.1,0.63,0.6399,0.1839,0.1809,364.647,0.109,6.837
36.2,0.67,0.6597,0.1702,0.1725,347.496,0.104,6.325
38.4,0.71,0.6761,0.1560,0.1634,328.854,0.098,5.796
40.5,0.75,0.6886,0.1413,0.1534,308.720,0.092,5.253
42.6,0.79,0.6962,0.1263,0.1428,287.840,0.086,4.693
44.8,0.83,0.6978,0.1110,0.1314,264.723,0.079,4.128
46.9,0.87,0.6917,0.0955,0.1195,240.861,0.072,3.550
49.0,0.90,0.6753,0.0798,0.1069,215.507,0.064,2.963
51.2,0.94,0.6444,0.0640,0.0938,188.662,0.056,2.380
53.3,0.98,0.5922,0.0483,0.0802,161.817,0.048,1.797
55.4,1.02,0.5053,0.0328,0.0663,133.480,0.040,1.219
57.6,1.06,0.3544,0.0174,0.0521,105.144,0.031,0.645
