# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3023,0.2043,21.625,0.017,1.579
0.8,0.04,0.0546,0.2996,0.2071,21.625,0.018,1.566
1.5,0.08,0.1067,0.2965,0.2099,22.371,0.018,1.548
2.3,0.11,0.1563,0.2930,0.2125,22.371,0.018,1.530
3.1,0.15,0.2033,0.2890,0.2148,23.117,0.018,1.508
3.8,0.19,0.2480,0.2844,0.2166,23.117,0.018,1.486
4.6,0.23,0.2903,0.2791,0.2180,23.117,0.018,1.459
5.4,0.26,0.3304,0.2731,0.2186,23.117,0.018,1.428
6.1,0.30,0.3684,0.2662,0.2185,23.117,0.018,1.392
6.9,0.34,0.4044,0.2585,0.2174,23.117,0.018,1.352
7.7,0.38,0.4384,0.2500,0.2155,23.117,0.018,1.308
8.4,0.42,0.4705,0.2408,0.2127,22.371,0.018,1.259
9.2,0.45,0.5006,0.2309,0.2091,22.371,0.018,1.205
10.0,0.49,0.5285,0.2203,0.2047,21.625,0.017,1.152
10.7,0.53,0.5543,0.2091,0.1996,20.880,0.017,1.094
11.5,0.57,0.5776,0.1974,0.1937,20.880,0.016,1.032
12.3,0.60,0.5983,0.1852,0.1872,20.134,0.016,0.970
13.1,0.64,0.6159,0.1726,0.1800,19.388,0.015,0.903
13.8,0.68,0.6301,0.1594,0.1721,18.642,0.015,0.832
14.6,0.72,0.6402,0.1459,0.1636,17.151,0.014,0.761
15.4,0.76,0.6456,0.1320,0.1545,16.405,0.013,0.689
16.1,0.79,0.6452,0.1178,0.1449,15.660,0.012,0.614
16.9,0.83,0.6378,0.1034,0.1347,14.168,0.011,0.538
17.7,0.87,0.6214,0.0887,0.1240,13.423,0.011,0.463
18.4,0.91,0.5935,0.0738,0.1128,11.931,0.009,0.387
19.2,0.94,0.5503,0.0590,0.1012,10.440,0.009,0.307
20.0,0.98,0.4860,0.0442,0.0893,9.694,0.008,0.231
20.7,1.02,0.3907,0.0295,0.0771,8.203,0.007,0.156
21.5,1.06,0.2457,0.0150,0.0646,6.711,0.005,0.080
22.3,1.10,0.0078,0.0004,0.0516,5.220,0.004,0.000
