# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3060,0.1988,214.762,0.079,7.509
1.7,0.04,0.0572,0.3034,0.2019,217.744,0.080,7.442
3.3,0.08,0.1116,0.3005,0.2050,221.473,0.081,7.371
5.0,0.11,0.1632,0.2971,0.2078,224.456,0.082,7.286
6.7,0.15,0.2121,0.2932,0.2104,227.438,0.083,7.193
8.4,0.19,0.2584,0.2887,0.2125,229.676,0.084,7.082
10.0,0.23,0.3022,0.2835,0.2142,231.167,0.085,6.957
11.7,0.27,0.3437,0.2775,0.2151,231.913,0.085,6.810
13.4,0.30,0.3830,0.2707,0.2151,232.658,0.085,6.641
15.1,0.34,0.4202,0.2629,0.2143,231.167,0.085,6.450
16.8,0.38,0.4554,0.2543,0.2125,229.676,0.084,6.241
18.4,0.42,0.4886,0.2450,0.2098,226.693,0.083,6.010
20.1,0.46,0.5200,0.2349,0.2062,222.964,0.082,5.760
21.8,0.49,0.5494,0.2241,0.2018,217.744,0.080,5.498
23.5,0.53,0.5767,0.2127,0.1965,212.524,0.078,5.218
25.1,0.57,0.6017,0.2008,0.1905,205.813,0.076,4.924
26.8,0.61,0.6244,0.1883,0.1836,198.356,0.073,4.622
28.5,0.65,0.6444,0.1754,0.1761,190.153,0.070,4.301
30.2,0.68,0.6614,0.1620,0.1678,181.205,0.067,3.977
31.8,0.72,0.6748,0.1482,0.1588,171.511,0.063,3.639
33.5,0.76,0.6840,0.1341,0.1492,161.071,0.059,3.287
35.2,0.80,0.6881,0.1196,0.1389,149.886,0.055,2.936
36.9,0.84,0.6858,0.1049,0.1280,137.954,0.051,2.571
38.5,0.88,0.6753,0.0899,0.1166,126.023,0.046,2.206
40.2,0.91,0.6540,0.0749,0.1046,112.601,0.041,1.837
41.9,0.95,0.6177,0.0598,0.0921,99.178,0.036,1.468
43.6,0.99,0.5593,0.0448,0.0793,85.755,0.031,1.099
45.2,1.03,0.4658,0.0300,0.0662,71.587,0.026,0.734
46.9,1.07,0.3091,0.0153,0.0527,56.673,0.021,0.374
48.6,1.10,0.0085,0.0003,0.0386,41.759,0.015,0.009
