# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.3096,0.2002,574.189,0.152,14.563
2.3,0.04,0.0575,0.3072,0.2035,583.883,0.155,14.452
4.6,0.08,0.1122,0.3045,0.2068,592.831,0.157,14.319
7.0,0.11,0.1642,0.3013,0.2098,601.780,0.160,14.172
9.3,0.15,0.2133,0.2976,0.2126,609.982,0.162,13.994
11.6,0.19,0.2599,0.2933,0.2150,616.694,0.163,13.794
13.9,0.23,0.3039,0.2882,0.2169,621.914,0.165,13.558
16.3,0.27,0.3456,0.2824,0.2180,624.896,0.166,13.282
18.6,0.30,0.3850,0.2757,0.2183,625.642,0.166,12.967
20.9,0.34,0.4224,0.2680,0.2176,624.151,0.166,12.602
23.2,0.38,0.4578,0.2594,0.2159,618.931,0.164,12.201
25.6,0.42,0.4914,0.2500,0.2133,611.474,0.162,11.757
27.9,0.46,0.5231,0.2398,0.2097,601.034,0.159,11.281
30.2,0.50,0.5530,0.2290,0.2052,588.357,0.156,10.769
32.5,0.53,0.5809,0.2175,0.1998,572.698,0.152,10.226
34.9,0.57,0.6067,0.2054,0.1935,554.801,0.147,9.657
37.2,0.61,0.6303,0.1927,0.1864,534.667,0.142,9.065
39.5,0.65,0.6514,0.1795,0.1786,512.296,0.136,8.443
41.8,0.69,0.6697,0.1659,0.1700,486.942,0.129,7.802
44.1,0.72,0.6847,0.1519,0.1606,460.097,0.122,7.144
46.5,0.76,0.6958,0.1374,0.1506,431.760,0.114,6.463
48.8,0.80,0.7023,0.1227,0.1398,401.187,0.106,5.769
51.1,0.84,0.7027,0.1076,0.1284,368.376,0.098,5.062
53.4,0.88,0.6956,0.0924,0.1164,334.074,0.089,4.346
55.8,0.91,0.6780,0.0770,0.1038,297.534,0.079,3.621
58.1,0.95,0.6460,0.0616,0.0908,260.249,0.069,2.896
60.4,0.99,0.5923,0.0462,0.0774,221.473,0.059,2.175
62.7,1.03,0.5027,0.0311,0.0636,181.951,0.048,1.459
65.1,1.07,0.3451,0.0160,0.0495,141.683,0.038,0.752
67.4,1.11,0.0178,0.0006,0.0346,99.178,0.026,0.027
