# V, J, eta_p, CT, CP, P, Q, T
0.0,0.00,0.0000,0.1083,0.0387,169.274,0.179,12.433
0.8,0.02,0.0555,0.1062,0.0388,169.274,0.180,12.197
1.5,0.04,0.1086,0.1041,0.0388,170.020,0.180,11.948
2.3,0.06,0.1592,0.1018,0.0389,170.020,0.180,11.685
3.1,0.08,0.2074,0.0994,0.0388,170.020,0.180,11.410
3.9,0.10,0.2533,0.0968,0.0387,169.274,0.180,11.116
4.6,0.12,0.2968,0.0941,0.0386,168.528,0.179,10.809
5.4,0.14,0.3380,0.0913,0.0383,167.782,0.178,10.484
6.2,0.16,0.3769,0.0884,0.0380,166.291,0.176,10.146
6.9,0.18,0.4134,0.0853,0.0376,164.800,0.175,9.795
7.7,0.20,0.4476,0.0821,0.0371,162.563,0.172,9.421
8.5,0.22,0.4794,0.0787,0.0366,160.325,0.170,9.039
9.3,0.24,0.5087,0.0752,0.0359,157.343,0.167,8.634
10.0,0.26,0.5355,0.0715,0.0352,154.360,0.163,8.216
10.8,0.28,0.5595,0.0678,0.0344,150.631,0.160,7.780
11.6,0.30,0.5805,0.0638,0.0334,146.157,0.155,7.326
12.4,0.32,0.5984,0.0598,0.0324,141.683,0.150,6.859
13.1,0.34,0.6128,0.0556,0.0312,136.463,0.145,6.383
13.9,0.36,0.6234,0.0513,0.0300,131.243,0.139,5.889
14.7,0.39,0.6296,0.0469,0.0287,125.278,0.133,5.387
15.4,0.41,0.6308,0.0425,0.0273,119.312,0.127,4.875
16.2,0.43,0.6259,0.0379,0.0258,112.601,0.120,4.355
17.0,0.45,0.6139,0.0333,0.0242,105.889,0.112,3.825
17.8,0.47,0.5929,0.0286,0.0225,98.432,0.105,3.287
18.5,0.49,0.5606,0.0239,0.0207,90.975,0.096,2.745
19.3,0.51,0.5135,0.0191,0.0189,82.773,0.088,2.197
20.1,0.53,0.4462,0.0143,0.0169,73.824,0.079,1.646
20.8,0.55,0.3504,0.0096,0.0149,65.622,0.069,1.099
21.6,0.57,0.2117,0.0048,0.0128,55.927,0.060,0.552
22.4,0.59,0.0021,0.0000,0.0107,46.979,0.050,0.004
